cod_staz,date,Pres
AL007,2016-01-01 00:30:00,1026.02
AL007,2016-01-01 00:59:00,1025.88
AL007,2016-01-01 01:30:00,1025.69
AL007,2016-01-01 01:59:00,1025.6
AL007,2016-01-01 02:30:00,1025.47
AL007,2016-01-01 02:59:00,1025.6
AL007,2016-01-01 03:30:00,1025.56
AL007,2016-01-01 03:59:00,1025.4
AL007,2016-01-01 04:30:00,1025.25
AL007,2016-01-01 04:59:00,1025.24
AL007,2016-01-01 05:30:00,1025.21
AL007,2016-01-01 05:59:00,1025.26
AL007,2016-01-01 06:30:00,1025.34
AL007,2016-01-01 06:59:00,1025.47
AL007,2016-01-01 07:30:00,1025.71
AL007,2016-01-01 07:59:00,1025.91
AL007,2016-01-01 08:30:00,1026.1
AL007,2016-01-01 08:59:00,1026.34
AL007,2016-01-01 09:30:00,1026.49
AL007,2016-01-01 09:59:00,1026.61
AL007,2016-01-01 10:30:00,1026.82
AL007,2016-01-01 10:59:00,1026.74
AL007,2016-01-01 11:30:00,1026.52
AL007,2016-01-01 11:59:00,1026.21
AL007,2016-01-01 12:30:00,1025.99
AL007,2016-01-01 12:59:00,1025.8
AL007,2016-01-01 13:30:00,1025.66
AL007,2016-01-01 13:59:00,1025.5
AL007,2016-01-01 14:30:00,1025.3
AL007,2016-01-01 14:59:00,1025.16
AL007,2016-01-01 15:30:00,1025.11
AL007,2016-01-01 15:59:00,1025.24
AL007,2016-01-01 16:30:00,1025.19
AL007,2016-01-01 16:59:00,1025.22
AL007,2016-01-01 17:30:00,1025.06
AL007,2016-01-01 17:59:00,1024.94
AL007,2016-01-01 18:30:00,1024.91
AL007,2016-01-01 18:59:00,1024.98
AL007,2016-01-01 19:30:00,1024.98
AL007,2016-01-01 19:59:00,1025.15
AL007,2016-01-01 20:30:00,1025.08
AL007,2016-01-01 20:59:00,1025.13
AL007,2016-01-01 21:30:00,1025.07
AL007,2016-01-01 21:59:00,1025.03
AL007,2016-01-01 22:30:00,1024.96
AL007,2016-01-01 22:59:00,1024.88
AL007,2016-01-01 23:30:00,1024.99
AL007,2016-01-01 23:59:00,1024.8
AL007,2016-01-02 00:30:00,1024.45
AL007,2016-01-02 00:59:00,1024.15
AL007,2016-01-02 01:30:00,1023.88
AL007,2016-01-02 01:59:00,1023.68
AL007,2016-01-02 02:30:00,1023.54
AL007,2016-01-02 02:59:00,1023.5
AL007,2016-01-02 03:30:00,1023.27
AL007,2016-01-02 03:59:00,1022.74
AL007,2016-01-02 04:30:00,1022.31
AL007,2016-01-02 04:59:00,1022.07
AL007,2016-01-02 05:30:00,1021.81
AL007,2016-01-02 05:59:00,1021.49
AL007,2016-01-02 06:30:00,1021.49
AL007,2016-01-02 06:59:00,1021.38
AL007,2016-01-02 07:30:00,1021.15
AL007,2016-01-02 07:59:00,1021.12
AL007,2016-01-02 08:30:00,1021.28
AL007,2016-01-02 08:59:00,1021.37
AL007,2016-01-02 09:30:00,1021.24
AL007,2016-01-02 09:59:00,1021.17
AL007,2016-01-02 10:30:00,1020.98
AL007,2016-01-02 10:59:00,1020.58
AL007,2016-01-02 11:30:00,1020.12
AL007,2016-01-02 11:59:00,1019.5
AL007,2016-01-02 12:30:00,1018.95
AL007,2016-01-02 12:59:00,1018.64
AL007,2016-01-02 13:30:00,1018.22
AL007,2016-01-02 13:59:00,1017.67
AL007,2016-01-02 14:30:00,1017.24
AL007,2016-01-02 14:59:00,1016.92
AL007,2016-01-02 15:30:00,1016.74
AL007,2016-01-02 15:59:00,1016.37
AL007,2016-01-02 16:30:00,1016.14
AL007,2016-01-02 16:59:00,1015.96
AL007,2016-01-02 17:30:00,1015.73
AL007,2016-01-02 17:59:00,1015.46
AL007,2016-01-02 18:30:00,1015.2
AL007,2016-01-02 18:59:00,1014.66
AL007,2016-01-02 19:30:00,1014.35
AL007,2016-01-02 19:59:00,1014.09
AL007,2016-01-02 20:30:00,1013.6
AL007,2016-01-02 20:59:00,1013.38
AL007,2016-01-02 21:30:00,1012.95
AL007,2016-01-02 21:59:00,1012.63
AL007,2016-01-02 22:30:00,1012.37
AL007,2016-01-02 22:59:00,1011.95
AL007,2016-01-02 23:30:00,1011.39
AL007,2016-01-02 23:59:00,1010.96
AL007,2016-01-03 00:30:00,1010.65
AL007,2016-01-03 00:59:00,1010.02
AL007,2016-01-03 01:30:00,1009.49
AL007,2016-01-03 01:59:00,1009.06
AL007,2016-01-03 02:30:00,1008.63
AL007,2016-01-03 02:59:00,1008.36
AL007,2016-01-03 03:30:00,1008.04
AL007,2016-01-03 03:59:00,1007.49
AL007,2016-01-03 04:30:00,1007.58
AL007,2016-01-03 04:59:00,1007.63
AL007,2016-01-03 05:30:00,1007.73
AL007,2016-01-03 05:59:00,1007.78
AL007,2016-01-03 06:30:00,1007.67
AL007,2016-01-03 06:59:00,1007.83
AL007,2016-01-03 07:30:00,1007.82
AL007,2016-01-03 07:59:00,1007.98
AL007,2016-01-03 08:30:00,1007.9
AL007,2016-01-03 08:59:00,1008.07
AL007,2016-01-03 09:30:00,1008.12
AL007,2016-01-03 09:59:00,1008.26
AL007,2016-01-03 10:30:00,1008.28
AL007,2016-01-03 10:59:00,1008.34
AL007,2016-01-03 11:30:00,1008.2
AL007,2016-01-03 11:59:00,1007.96
AL007,2016-01-03 12:30:00,1007.64
AL007,2016-01-03 12:59:00,1007.37
AL007,2016-01-03 13:30:00,1007.34
AL007,2016-01-03 13:59:00,1007.47
AL007,2016-01-03 14:30:00,1007.47
AL007,2016-01-03 14:59:00,1007.43
AL007,2016-01-03 15:30:00,1007.49
AL007,2016-01-03 15:59:00,1007.54
AL007,2016-01-03 16:30:00,1007.75
AL007,2016-01-03 16:59:00,1007.84
AL007,2016-01-03 17:30:00,1007.93
AL007,2016-01-03 17:59:00,1008.38
AL007,2016-01-03 18:30:00,1008.58
AL007,2016-01-03 18:59:00,1008.58
AL007,2016-01-03 19:30:00,1008.62
AL007,2016-01-03 19:59:00,1008.86
AL007,2016-01-03 20:30:00,1008.95
AL007,2016-01-03 20:59:00,1008.73
AL007,2016-01-03 21:30:00,1008.81
AL007,2016-01-03 21:59:00,1008.79
AL007,2016-01-03 22:30:00,1008.9
AL007,2016-01-03 22:59:00,1008.85
AL007,2016-01-03 23:30:00,1008.27
AL007,2016-01-03 23:59:00,1007.4
AL007,2016-01-04 00:30:00,1007.43
AL007,2016-01-04 00:59:00,1007.13
AL007,2016-01-04 01:30:00,1006.65
AL007,2016-01-04 01:59:00,1006.08
AL007,2016-01-04 02:30:00,1005.74
AL007,2016-01-04 02:59:00,1005.67
AL007,2016-01-04 03:30:00,1005.16
AL007,2016-01-04 03:59:00,1004.49
AL007,2016-01-04 04:30:00,1004.15
AL007,2016-01-04 04:59:00,1003.67
AL007,2016-01-04 05:30:00,1003.3
AL007,2016-01-04 05:59:00,1002.97
AL007,2016-01-04 06:30:00,1002.62
AL007,2016-01-04 06:59:00,1002.21
AL007,2016-01-04 07:30:00,1001.8
AL007,2016-01-04 07:59:00,1001.26
AL007,2016-01-04 08:30:00,1000.78
AL007,2016-01-04 08:59:00,1000.96
AL007,2016-01-04 09:30:00,1000.83
AL007,2016-01-04 09:59:00,1000.83
AL007,2016-01-04 10:30:00,1000.73
AL007,2016-01-04 10:59:00,1000.5
AL007,2016-01-04 11:30:00,999.72
AL007,2016-01-04 11:59:00,999.57
AL007,2016-01-04 12:30:00,999.39
AL007,2016-01-04 12:59:00,998.91
AL007,2016-01-04 13:30:00,998.39
AL007,2016-01-04 13:59:00,998.14
AL007,2016-01-04 14:30:00,997.99
AL007,2016-01-04 14:59:00,997.99
AL007,2016-01-04 15:30:00,998.2
AL007,2016-01-04 15:59:00,997.95
AL007,2016-01-04 16:30:00,998.08
AL007,2016-01-04 16:59:00,998.41
AL007,2016-01-04 17:30:00,998.85
AL007,2016-01-04 17:59:00,998.81
AL007,2016-01-04 18:30:00,998.95
AL007,2016-01-04 18:59:00,999.04
AL007,2016-01-04 19:30:00,999.04
AL007,2016-01-04 19:59:00,999.32
AL007,2016-01-04 20:30:00,999.45
AL007,2016-01-04 20:59:00,999.72
AL007,2016-01-04 21:30:00,999.72
AL007,2016-01-04 21:59:00,1000.11
AL007,2016-01-04 22:30:00,1000.24
AL007,2016-01-04 22:59:00,1000.37
AL007,2016-01-04 23:30:00,1000.37
AL007,2016-01-04 23:59:00,1000.41
AL007,2016-01-05 00:30:00,1000.58
AL007,2016-01-05 00:59:00,1000.37
AL007,2016-01-05 01:30:00,1000.25
AL007,2016-01-05 01:59:00,1000.49
AL007,2016-01-05 02:30:00,1000.66
AL007,2016-01-05 02:59:00,1000.42
AL007,2016-01-05 03:30:00,1000.21
AL007,2016-01-05 03:59:00,999.99
AL007,2016-01-05 04:30:00,999.69
AL007,2016-01-05 04:59:00,999.39
AL007,2016-01-05 05:30:00,999.18
AL007,2016-01-05 05:59:00,999.26
AL007,2016-01-05 06:30:00,999.5
AL007,2016-01-05 06:59:00,999.63
AL007,2016-01-05 07:30:00,999.53
AL007,2016-01-05 07:59:00,999.69
AL007,2016-01-05 08:30:00,999.96
AL007,2016-01-05 08:59:00,1000.0
AL007,2016-01-05 09:30:00,1000.24
AL007,2016-01-05 09:59:00,1000.37
AL007,2016-01-05 10:30:00,1000.8
AL007,2016-01-05 10:59:00,1000.87
AL007,2016-01-05 11:30:00,1000.86
AL007,2016-01-05 11:59:00,1000.26
AL007,2016-01-05 12:30:00,999.71
AL007,2016-01-05 12:59:00,999.31
AL007,2016-01-05 13:30:00,999.11
AL007,2016-01-05 13:59:00,998.87
AL007,2016-01-05 14:30:00,998.86
AL007,2016-01-05 14:59:00,998.96
AL007,2016-01-05 15:30:00,999.54
AL007,2016-01-05 15:59:00,999.6
AL007,2016-01-05 16:30:00,999.68
AL007,2016-01-05 16:59:00,999.55
AL007,2016-01-05 17:30:00,999.66
AL007,2016-01-05 17:59:00,1000.09
AL007,2016-01-05 18:30:00,1000.57
AL007,2016-01-05 18:59:00,1000.95
AL007,2016-01-05 19:30:00,1001.23
AL007,2016-01-05 19:59:00,1001.5
AL007,2016-01-05 20:30:00,1001.83
AL007,2016-01-05 20:59:00,1002.07
AL007,2016-01-05 21:30:00,1002.22
AL007,2016-01-05 21:59:00,1002.13
AL007,2016-01-05 22:30:00,1001.78
AL007,2016-01-05 22:59:00,1001.45
AL007,2016-01-05 23:30:00,1001.84
AL007,2016-01-05 23:59:00,1001.94
AL007,2016-01-06 00:30:00,1001.7
AL007,2016-01-06 00:59:00,1001.64
AL007,2016-01-06 01:30:00,1001.66
AL007,2016-01-06 01:59:00,1001.49
AL007,2016-01-06 02:30:00,1001.56
AL007,2016-01-06 02:59:00,1001.63
AL007,2016-01-06 03:30:00,1001.58
AL007,2016-01-06 03:59:00,1001.39
AL007,2016-01-06 04:30:00,1001.08
AL007,2016-01-06 04:59:00,1000.94
AL007,2016-01-06 05:30:00,1000.71
AL007,2016-01-06 05:59:00,1000.59
AL007,2016-01-06 06:30:00,1000.43
AL007,2016-01-06 06:59:00,1000.22
AL007,2016-01-06 07:30:00,999.91
AL007,2016-01-06 07:59:00,999.65
AL007,2016-01-06 08:30:00,999.49
AL007,2016-01-06 08:59:00,999.77
AL007,2016-01-06 09:30:00,999.86
AL007,2016-01-06 09:59:00,1000.14
AL007,2016-01-06 10:30:00,999.97
AL007,2016-01-06 10:59:00,999.79
AL007,2016-01-06 11:30:00,999.63
AL007,2016-01-06 11:59:00,999.33
AL007,2016-01-06 12:30:00,999.49
AL007,2016-01-06 12:59:00,999.59
AL007,2016-01-06 13:30:00,999.86
AL007,2016-01-06 13:59:00,1000.51
AL007,2016-01-06 14:30:00,1000.99
AL007,2016-01-06 14:59:00,1001.04
AL007,2016-01-06 15:30:00,1001.12
AL007,2016-01-06 15:59:00,1001.77
AL007,2016-01-06 16:30:00,1002.09
AL007,2016-01-06 16:59:00,1002.3
AL007,2016-01-06 17:30:00,1002.28
AL007,2016-01-06 17:59:00,1002.05
AL007,2016-01-06 18:30:00,1002.11
AL007,2016-01-06 18:59:00,1002.18
AL007,2016-01-06 19:30:00,1002.33
AL007,2016-01-06 19:59:00,1002.53
AL007,2016-01-06 20:30:00,1002.38
AL007,2016-01-06 20:59:00,1002.16
AL007,2016-01-06 21:30:00,1002.19
AL007,2016-01-06 21:59:00,1002.33
AL007,2016-01-06 22:30:00,1002.46
AL007,2016-01-06 22:59:00,1002.5
AL007,2016-01-06 23:30:00,1002.57
AL007,2016-01-06 23:59:00,1002.75
AL007,2016-01-07 00:30:00,1002.93
AL007,2016-01-07 00:59:00,1002.72
AL007,2016-01-07 01:30:00,1002.36
AL007,2016-01-07 01:59:00,1002.61
AL007,2016-01-07 02:30:00,1002.74
AL007,2016-01-07 02:59:00,1003.2
AL007,2016-01-07 03:30:00,1003.46
AL007,2016-01-07 03:59:00,1003.29
AL007,2016-01-07 04:30:00,1003.82
AL007,2016-01-07 04:59:00,1004.12
AL007,2016-01-07 05:30:00,1004.75
AL007,2016-01-07 05:59:00,1005.28
AL007,2016-01-07 06:30:00,1005.67
AL007,2016-01-07 06:59:00,1005.91
AL007,2016-01-07 07:30:00,1006.1
AL007,2016-01-07 07:59:00,1006.2
AL007,2016-01-07 08:30:00,1006.98
AL007,2016-01-07 08:59:00,1007.19
AL007,2016-01-07 09:30:00,1007.82
AL007,2016-01-07 09:59:00,1008.25
AL007,2016-01-07 10:30:00,1008.3
AL007,2016-01-07 10:59:00,1008.47
AL007,2016-01-07 11:30:00,1008.18
AL007,2016-01-07 11:59:00,1007.88
AL007,2016-01-07 12:30:00,1007.43
AL007,2016-01-07 12:59:00,1006.7
AL007,2016-01-07 13:30:00,1006.76
AL007,2016-01-07 13:59:00,1006.46
AL007,2016-01-07 14:30:00,1006.08
AL007,2016-01-07 14:59:00,1005.8
AL007,2016-01-07 15:30:00,1005.53
AL007,2016-01-07 15:59:00,1005.49
AL007,2016-01-07 16:30:00,1005.75
AL007,2016-01-07 16:59:00,1005.89
AL007,2016-01-07 17:30:00,1006.14
AL007,2016-01-07 17:59:00,1006.22
AL007,2016-01-07 18:30:00,1006.04
AL007,2016-01-07 18:59:00,1005.82
AL007,2016-01-07 19:30:00,1006.12
AL007,2016-01-07 19:59:00,1006.28
AL007,2016-01-07 20:30:00,1006.39
AL007,2016-01-07 20:59:00,1006.41
AL007,2016-01-07 21:30:00,1006.5
AL007,2016-01-07 21:59:00,1006.55
AL007,2016-01-07 22:30:00,1006.78
AL007,2016-01-07 22:59:00,1006.87
AL007,2016-01-07 23:30:00,1007.15
AL007,2016-01-07 23:59:00,1007.25
AL007,2016-01-08 00:30:00,1007.36
AL007,2016-01-08 00:59:00,1007.31
AL007,2016-01-08 01:30:00,1007.26
AL007,2016-01-08 01:59:00,1007.48
AL007,2016-01-08 02:30:00,1007.54
AL007,2016-01-08 02:59:00,1007.67
AL007,2016-01-08 03:30:00,1007.8
AL007,2016-01-08 03:59:00,1008.11
AL007,2016-01-08 04:30:00,1008.72
AL007,2016-01-08 04:59:00,1008.73
AL007,2016-01-08 05:30:00,1009.07
AL007,2016-01-08 05:59:00,1009.39
AL007,2016-01-08 06:30:00,1009.42
AL007,2016-01-08 06:59:00,1009.7
AL007,2016-01-08 07:30:00,1009.41
AL007,2016-01-08 07:59:00,1009.34
AL007,2016-01-08 08:30:00,1009.92
AL007,2016-01-08 08:59:00,1010.5
AL007,2016-01-08 09:30:00,1010.67
AL007,2016-01-08 09:59:00,1010.66
AL007,2016-01-08 10:30:00,1010.79
AL007,2016-01-08 10:59:00,1011.22
AL007,2016-01-08 11:30:00,1010.91
AL007,2016-01-08 11:59:00,1010.39
AL007,2016-01-08 12:30:00,1010.61
AL007,2016-01-08 12:59:00,1010.51
AL007,2016-01-08 13:30:00,1010.15
AL007,2016-01-08 13:59:00,1009.88
AL007,2016-01-08 14:30:00,1010.11
AL007,2016-01-08 14:59:00,1010.13
AL007,2016-01-08 15:30:00,1010.29
AL007,2016-01-08 15:59:00,1010.58
AL007,2016-01-08 16:30:00,1010.65
AL007,2016-01-08 16:59:00,1010.77
AL007,2016-01-08 17:30:00,1010.94
AL007,2016-01-08 17:59:00,1011.1
AL007,2016-01-08 18:30:00,1011.19
AL007,2016-01-08 18:59:00,1011.29
AL007,2016-01-08 19:30:00,1011.31
AL007,2016-01-08 19:59:00,1011.51
AL007,2016-01-08 20:30:00,1011.53
AL007,2016-01-08 20:59:00,1011.55
AL007,2016-01-08 21:30:00,1011.84
AL007,2016-01-08 21:59:00,1012.02
AL007,2016-01-08 22:30:00,1012.12
AL007,2016-01-08 22:59:00,1012.21
AL007,2016-01-08 23:30:00,1012.18
AL007,2016-01-08 23:59:00,1012.17
AL007,2016-01-09 00:30:00,1012.26
AL007,2016-01-09 00:59:00,1012.16
AL007,2016-01-09 01:30:00,1012.02
AL007,2016-01-09 01:59:00,1011.83
AL007,2016-01-09 02:30:00,1011.86
AL007,2016-01-09 02:59:00,1011.86
AL007,2016-01-09 03:30:00,1011.95
AL007,2016-01-09 03:59:00,1011.58
AL007,2016-01-09 04:30:00,1011.13
AL007,2016-01-09 04:59:00,1011.18
AL007,2016-01-09 05:30:00,1011.38
AL007,2016-01-09 05:59:00,1011.41
AL007,2016-01-09 06:30:00,1011.52
AL007,2016-01-09 06:59:00,1011.59
AL007,2016-01-09 07:30:00,1011.5
AL007,2016-01-09 07:59:00,1011.55
AL007,2016-01-09 08:30:00,1011.56
AL007,2016-01-09 08:59:00,1011.51
AL007,2016-01-09 09:30:00,1011.56
AL007,2016-01-09 09:59:00,1011.57
AL007,2016-01-09 10:30:00,1011.68
AL007,2016-01-09 10:59:00,1011.65
AL007,2016-01-09 11:30:00,1011.38
AL007,2016-01-09 11:59:00,1011.11
AL007,2016-01-09 12:30:00,1011.05
AL007,2016-01-09 12:59:00,1010.59
AL007,2016-01-09 13:30:00,1010.19
AL007,2016-01-09 13:59:00,1009.96
AL007,2016-01-09 14:30:00,1009.79
AL007,2016-01-09 14:59:00,1009.73
AL007,2016-01-09 15:30:00,1009.64
AL007,2016-01-09 15:59:00,1009.63
AL007,2016-01-09 16:30:00,1009.38
AL007,2016-01-09 16:59:00,1009.27
AL007,2016-01-09 17:30:00,1009.41
AL007,2016-01-09 17:59:00,1009.42
AL007,2016-01-09 18:30:00,1009.43
AL007,2016-01-09 18:59:00,1009.67
AL007,2016-01-09 19:30:00,1009.72
AL007,2016-01-09 19:59:00,1009.62
AL007,2016-01-09 20:30:00,1009.4
AL007,2016-01-09 20:59:00,1009.04
AL007,2016-01-09 21:30:00,1009.13
AL007,2016-01-09 21:59:00,1009.13
AL007,2016-01-09 22:30:00,1009.07
AL007,2016-01-09 22:59:00,1009.05
AL007,2016-01-09 23:30:00,1008.91
AL007,2016-01-09 23:59:00,1008.64
AL007,2016-01-10 00:30:00,1008.64
AL007,2016-01-10 00:59:00,1008.43
AL007,2016-01-10 01:30:00,1007.76
AL007,2016-01-10 01:59:00,1007.51
AL007,2016-01-10 02:30:00,1007.42
AL007,2016-01-10 02:59:00,1007.53
AL007,2016-01-10 03:30:00,1007.45
AL007,2016-01-10 03:59:00,1007.06
AL007,2016-01-10 04:30:00,1007.06
AL007,2016-01-10 04:59:00,1007.09
AL007,2016-01-10 05:30:00,1007.35
AL007,2016-01-10 05:59:00,1007.43
AL007,2016-01-10 06:30:00,1007.46
AL007,2016-01-10 06:59:00,1007.63
AL007,2016-01-10 07:30:00,1007.84
AL007,2016-01-10 07:59:00,1008.13
AL007,2016-01-10 08:30:00,1008.51
AL007,2016-01-10 08:59:00,1008.93
AL007,2016-01-10 09:30:00,1009.37
AL007,2016-01-10 09:59:00,1009.75
AL007,2016-01-10 10:30:00,1009.94
AL007,2016-01-10 10:59:00,1010.06
AL007,2016-01-10 11:30:00,1010.2
AL007,2016-01-10 11:59:00,1010.13
AL007,2016-01-10 12:30:00,1010.04
AL007,2016-01-10 12:59:00,1009.88
AL007,2016-01-10 13:30:00,1009.77
AL007,2016-01-10 13:59:00,1009.69
AL007,2016-01-10 14:30:00,1009.65
AL007,2016-01-10 14:59:00,1009.65
AL007,2016-01-10 15:30:00,1009.75
AL007,2016-01-10 15:59:00,1010.03
AL007,2016-01-10 16:30:00,1010.3
AL007,2016-01-10 16:59:00,1010.42
AL007,2016-01-10 17:30:00,1010.54
AL007,2016-01-10 17:59:00,1010.71
AL007,2016-01-10 18:30:00,1011.06
AL007,2016-01-10 18:59:00,1011.08
AL007,2016-01-10 19:30:00,1011.44
AL007,2016-01-10 19:59:00,1011.51
AL007,2016-01-10 20:30:00,1011.4
AL007,2016-01-10 20:59:00,1011.28
AL007,2016-01-10 21:30:00,1011.18
AL007,2016-01-10 21:59:00,1011.17
AL007,2016-01-10 22:30:00,1011.21
AL007,2016-01-10 22:59:00,1011.37
AL007,2016-01-10 23:30:00,1011.29
AL007,2016-01-10 23:59:00,1011.24
AL007,2016-01-11 00:30:00,1011.16
AL007,2016-01-11 00:59:00,1010.89
AL007,2016-01-11 01:30:00,1010.63
AL007,2016-01-11 01:59:00,1010.62
AL007,2016-01-11 02:30:00,1010.64
AL007,2016-01-11 02:59:00,1010.53
AL007,2016-01-11 03:30:00,1010.21
AL007,2016-01-11 03:59:00,1010.04
AL007,2016-01-11 04:30:00,1009.97
AL007,2016-01-11 04:59:00,1009.67
AL007,2016-01-11 05:30:00,1009.71
AL007,2016-01-11 05:59:00,1009.72
AL007,2016-01-11 06:30:00,1009.6
AL007,2016-01-11 06:59:00,1009.44
AL007,2016-01-11 07:30:00,1009.31
AL007,2016-01-11 07:59:00,1009.33
AL007,2016-01-11 08:30:00,1009.13
AL007,2016-01-11 08:59:00,1009.08
AL007,2016-01-11 09:30:00,1009.2
AL007,2016-01-11 09:59:00,1009.35
AL007,2016-01-11 10:30:00,1009.44
AL007,2016-01-11 10:59:00,1009.34
AL007,2016-01-11 11:30:00,1008.86
AL007,2016-01-11 11:59:00,1008.54
AL007,2016-01-11 12:30:00,1008.02
AL007,2016-01-11 12:59:00,1007.53
AL007,2016-01-11 13:30:00,1006.98
AL007,2016-01-11 13:59:00,1006.53
AL007,2016-01-11 14:30:00,1006.34
AL007,2016-01-11 14:59:00,1006.19
AL007,2016-01-11 15:30:00,1006.27
AL007,2016-01-11 15:59:00,1005.95
AL007,2016-01-11 16:30:00,1005.78
AL007,2016-01-11 16:59:00,1005.49
AL007,2016-01-11 17:30:00,1005.31
AL007,2016-01-11 17:59:00,1005.25
AL007,2016-01-11 18:30:00,1005.08
AL007,2016-01-11 18:59:00,1005.25
AL007,2016-01-11 19:30:00,1005.69
AL007,2016-01-11 19:59:00,1005.93
AL007,2016-01-11 20:30:00,1006.05
AL007,2016-01-11 20:59:00,1005.85
AL007,2016-01-11 21:30:00,1006.06
AL007,2016-01-11 21:59:00,1006.03
AL007,2016-01-11 22:30:00,1005.88
AL007,2016-01-11 22:59:00,1006.52
AL007,2016-01-11 23:30:00,1006.75
AL007,2016-01-11 23:59:00,1006.95
AL007,2016-01-12 00:30:00,1006.91
AL007,2016-01-12 00:59:00,1006.73
AL007,2016-01-12 01:30:00,1006.8
AL007,2016-01-12 01:59:00,1006.95
AL007,2016-01-12 02:30:00,1007.18
AL007,2016-01-12 02:59:00,1007.07
AL007,2016-01-12 03:30:00,1006.84
AL007,2016-01-12 03:59:00,1006.98
AL007,2016-01-12 04:30:00,1007.26
AL007,2016-01-12 04:59:00,1007.37
AL007,2016-01-12 05:30:00,1007.62
AL007,2016-01-12 05:59:00,1007.79
AL007,2016-01-12 06:30:00,1008.07
AL007,2016-01-12 06:59:00,1008.37
AL007,2016-01-12 07:30:00,1008.56
AL007,2016-01-12 07:59:00,1008.88
AL007,2016-01-12 08:30:00,1009.37
AL007,2016-01-12 08:59:00,1009.62
AL007,2016-01-12 09:30:00,1009.78
AL007,2016-01-12 09:59:00,1009.96
AL007,2016-01-12 10:30:00,1010.46
AL007,2016-01-12 10:59:00,1010.59
AL007,2016-01-12 11:30:00,1010.39
AL007,2016-01-12 11:59:00,1010.08
AL007,2016-01-12 12:30:00,1009.69
AL007,2016-01-12 12:59:00,1009.33
AL007,2016-01-12 13:30:00,1009.06
AL007,2016-01-12 13:59:00,1009.27
AL007,2016-01-12 14:30:00,1009.36
AL007,2016-01-12 14:59:00,1009.46
AL007,2016-01-12 15:30:00,1009.61
AL007,2016-01-12 15:59:00,1009.65
AL007,2016-01-12 16:30:00,1009.62
AL007,2016-01-12 16:59:00,1009.87
AL007,2016-01-12 17:30:00,1010.26
AL007,2016-01-12 17:59:00,1010.46
AL007,2016-01-12 18:30:00,1010.74
AL007,2016-01-12 18:59:00,1011.08
AL007,2016-01-12 19:30:00,1011.3
AL007,2016-01-12 19:59:00,1011.41
AL007,2016-01-12 20:30:00,1011.53
AL007,2016-01-12 20:59:00,1011.73
AL007,2016-01-12 21:30:00,1011.8
AL007,2016-01-12 21:59:00,1011.71
AL007,2016-01-12 22:30:00,1011.83
AL007,2016-01-12 22:59:00,1011.88
AL007,2016-01-12 23:30:00,1012.02
AL007,2016-01-12 23:59:00,1011.93
AL007,2016-01-13 00:30:00,1011.81
AL007,2016-01-13 00:59:00,1011.93
AL007,2016-01-13 01:30:00,1012.05
AL007,2016-01-13 01:59:00,1012.26
AL007,2016-01-13 02:30:00,1012.14
AL007,2016-01-13 02:59:00,1012.3
AL007,2016-01-13 03:30:00,1012.67
AL007,2016-01-13 03:59:00,1012.59
AL007,2016-01-13 04:30:00,1012.83
AL007,2016-01-13 04:59:00,1012.98
AL007,2016-01-13 05:30:00,1013.17
AL007,2016-01-13 05:59:00,1013.5
AL007,2016-01-13 06:30:00,1013.71
AL007,2016-01-13 06:59:00,1013.85
AL007,2016-01-13 07:30:00,1014.37
AL007,2016-01-13 07:59:00,1014.59
AL007,2016-01-13 08:30:00,1014.83
AL007,2016-01-13 08:59:00,1015.25
AL007,2016-01-13 09:30:00,1015.71
AL007,2016-01-13 09:59:00,1015.95
AL007,2016-01-13 10:30:00,1016.23
AL007,2016-01-13 10:59:00,1016.67
AL007,2016-01-13 11:30:00,1016.85
AL007,2016-01-13 11:59:00,1016.72
AL007,2016-01-13 12:30:00,1016.67
AL007,2016-01-13 12:59:00,1016.47
AL007,2016-01-13 13:30:00,1016.47
AL007,2016-01-13 13:59:00,1016.44
AL007,2016-01-13 14:30:00,1016.51
AL007,2016-01-13 14:59:00,1016.63
AL007,2016-01-13 15:30:00,1016.93
AL007,2016-01-13 15:59:00,1017.46
AL007,2016-01-13 16:30:00,1017.72
AL007,2016-01-13 16:59:00,1018.03
AL007,2016-01-13 17:30:00,1018.29
AL007,2016-01-13 17:59:00,1018.6
AL007,2016-01-13 18:30:00,1018.95
AL007,2016-01-13 18:59:00,1019.17
AL007,2016-01-13 19:30:00,1019.5
AL007,2016-01-13 19:59:00,1019.55
AL007,2016-01-13 20:30:00,1019.99
AL007,2016-01-13 20:59:00,1020.35
AL007,2016-01-13 21:30:00,1020.49
AL007,2016-01-13 21:59:00,1020.59
AL007,2016-01-13 22:30:00,1020.98
AL007,2016-01-13 22:59:00,1020.78
AL007,2016-01-13 23:30:00,1020.92
AL007,2016-01-13 23:59:00,1020.99
AL007,2016-01-14 00:30:00,1020.98
AL007,2016-01-14 00:59:00,1020.97
AL007,2016-01-14 01:30:00,1020.85
AL007,2016-01-14 01:59:00,1020.71
AL007,2016-01-14 02:30:00,1020.9
AL007,2016-01-14 02:59:00,1021.06
AL007,2016-01-14 03:30:00,1020.88
AL007,2016-01-14 03:59:00,1020.67
AL007,2016-01-14 04:30:00,1020.46
AL007,2016-01-14 04:59:00,1020.27
AL007,2016-01-14 05:30:00,1020.22
AL007,2016-01-14 05:59:00,1020.2
AL007,2016-01-14 06:30:00,1020.1
AL007,2016-01-14 06:59:00,1019.9
