cod_staz,date,T
AL007,2023-01-02 12:59:00,13.506
AL007,2023-01-02 13:30:00,14.401
AL007,2023-01-02 13:59:00,14.897
AL007,2023-01-02 14:30:00,14.933
AL007,2023-01-02 14:59:00,15.111
AL007,2023-01-02 15:30:00,15.588
AL007,2023-01-02 16:30:00,15.056
AL007,2023-01-02 16:59:00,14.817
AL007,2023-01-02 17:30:00,14.48
AL007,2023-01-02 17:59:00,13.998
AL007,2023-01-02 18:30:00,13.569
AL007,2023-01-02 18:59:00,13.152
AL007,2023-01-02 19:30:00,12.782
AL007,2023-01-02 19:59:00,12.447
AL007,2023-01-02 20:30:00,12.326
AL007,2023-01-02 20:59:00,12.243
AL007,2023-01-02 21:30:00,11.63
AL007,2023-01-02 21:59:00,11.207
AL007,2023-01-02 22:30:00,10.969
AL007,2023-01-02 22:59:00,10.621
AL007,2023-01-02 23:30:00,10.506
AL007,2023-01-02 23:59:00,10.375
AL007,2023-01-03 00:30:00,10.085
AL007,2023-01-03 00:59:00,9.672
AL007,2023-01-03 01:30:00,9.612
AL007,2023-01-03 01:59:00,9.752
AL007,2023-01-03 02:30:00,9.799
AL007,2023-01-03 02:59:00,9.635
AL007,2023-01-03 03:30:00,9.523
AL007,2023-01-03 03:59:00,9.748
AL007,2023-01-03 04:30:00,9.946
AL007,2023-01-03 04:59:00,10.234
AL007,2023-01-03 05:30:00,10.528
AL007,2023-01-03 05:59:00,10.636
AL007,2023-01-03 06:30:00,10.508
AL007,2023-01-03 06:59:00,10.629
AL007,2023-01-03 07:30:00,11.01
AL007,2023-01-03 07:59:00,11.203
AL007,2023-01-03 08:30:00,11.269
AL007,2023-01-03 08:59:00,11.342
AL007,2023-01-03 09:30:00,11.93
AL007,2023-01-03 09:59:00,12.416
AL007,2023-01-03 10:30:00,12.759
AL007,2023-01-03 10:59:00,13.185
AL007,2023-01-03 11:30:00,13.553
AL007,2023-01-03 11:59:00,14.117
AL007,2023-01-03 12:30:00,14.818
AL007,2023-01-03 12:59:00,15.332
AL007,2023-01-03 13:30:00,15.316
AL007,2023-01-03 13:59:00,15.603
AL007,2023-01-03 14:30:00,16.18
AL007,2023-01-03 14:59:00,16.109
AL007,2023-01-03 15:30:00,16.025
AL007,2023-01-03 15:59:00,16.133
AL007,2023-01-03 16:30:00,15.738
AL007,2023-01-03 16:59:00,14.984
AL007,2023-01-03 17:30:00,14.506
AL007,2023-01-03 17:59:00,14.143
AL007,2023-01-03 18:30:00,13.918
AL007,2023-01-03 18:59:00,13.198
AL007,2023-01-03 19:30:00,12.509
AL007,2023-01-03 19:59:00,12.093
AL007,2023-01-03 20:30:00,11.912
AL007,2023-01-03 20:59:00,11.774
AL007,2023-01-03 21:30:00,11.394
AL007,2023-01-03 21:59:00,11.067
AL007,2023-01-03 22:30:00,10.819
AL007,2023-01-03 22:59:00,10.35
AL007,2023-01-03 23:30:00,10.107
AL007,2023-01-03 23:59:00,10.003
AL007,2023-01-04 00:30:00,10.05
AL007,2023-01-04 00:59:00,10.107
AL007,2023-01-04 01:30:00,9.989
AL007,2023-01-04 01:59:00,9.974
AL007,2023-01-04 02:30:00,9.83
AL007,2023-01-04 02:59:00,9.478
AL007,2023-01-04 03:30:00,9.082
AL007,2023-01-04 03:59:00,8.93
AL007,2023-01-04 04:30:00,8.935
AL007,2023-01-04 04:59:00,8.967
AL007,2023-01-04 05:30:00,8.733
AL007,2023-01-04 05:59:00,8.302
AL007,2023-01-04 06:30:00,7.86
AL007,2023-01-04 06:59:00,7.892
AL007,2023-01-04 07:30:00,8.148
AL007,2023-01-04 07:59:00,8.05
AL007,2023-01-04 08:30:00,8.402
AL007,2023-01-04 08:59:00,9.178
AL007,2023-01-04 09:30:00,10.449
AL007,2023-01-04 09:59:00,11.785
AL007,2023-01-04 10:30:00,12.061
AL007,2023-01-04 10:59:00,13.182
AL007,2023-01-04 11:30:00,13.99
AL007,2023-01-04 11:59:00,14.248
AL007,2023-01-04 12:30:00,14.246
AL007,2023-01-04 12:59:00,14.854
AL007,2023-01-04 13:30:00,15.193
AL007,2023-01-04 13:59:00,16.029
AL007,2023-01-04 14:30:00,17.515
AL007,2023-01-04 14:59:00,18.483
AL007,2023-01-04 15:30:00,18.416
AL007,2023-01-04 15:59:00,18.136
AL007,2023-01-04 16:30:00,16.675
AL007,2023-01-04 16:59:00,15.174
AL007,2023-01-04 17:30:00,14.201
AL007,2023-01-04 17:59:00,13.871
AL007,2023-01-04 18:30:00,13.675
AL007,2023-01-04 18:59:00,13.34
AL007,2023-01-04 19:30:00,13.054
AL007,2023-01-04 19:59:00,12.311
AL007,2023-01-04 20:30:00,11.654
AL007,2023-01-04 20:59:00,10.973
AL007,2023-01-04 21:30:00,10.608
AL007,2023-01-04 21:59:00,10.289
AL007,2023-01-04 22:30:00,9.771
AL007,2023-01-04 22:59:00,9.381
AL007,2023-01-04 23:30:00,9.109
AL007,2023-01-04 23:59:00,8.808
AL007,2023-01-05 00:30:00,8.557
AL007,2023-01-05 00:59:00,7.95
AL007,2023-01-05 01:30:00,7.076
AL007,2023-01-05 01:59:00,6.557
AL007,2023-01-05 02:30:00,6.333
AL007,2023-01-05 02:59:00,6.419
AL007,2023-01-05 03:30:00,6.395
AL007,2023-01-05 03:59:00,6.519
AL007,2023-01-05 04:30:00,6.528
AL007,2023-01-05 04:59:00,6.522
AL007,2023-01-05 05:30:00,6.589
AL007,2023-01-05 05:59:00,6.587
AL007,2023-01-05 06:30:00,6.576
AL007,2023-01-05 06:59:00,6.577
AL007,2023-01-05 07:30:00,6.663
AL007,2023-01-05 07:59:00,6.551
AL007,2023-01-05 08:30:00,6.464
AL007,2023-01-05 08:59:00,6.688
AL007,2023-01-05 09:30:00,6.928
AL007,2023-01-05 09:59:00,7.332
AL007,2023-01-05 10:30:00,8.39
AL007,2023-01-05 10:59:00,9.588
AL007,2023-01-05 11:30:00,9.566
AL007,2023-01-05 11:59:00,10.571
AL007,2023-01-05 12:30:00,10.797
AL007,2023-01-05 12:59:00,10.428
AL007,2023-01-05 13:30:00,10.82
AL007,2023-01-05 13:59:00,11.24
AL007,2023-01-05 14:30:00,11.304
AL007,2023-01-05 14:59:00,11.911
AL007,2023-01-05 15:30:00,12.224
AL007,2023-01-05 15:59:00,12.185
AL007,2023-01-05 16:30:00,11.967
AL007,2023-01-05 16:59:00,11.293
AL007,2023-01-05 17:30:00,10.989
AL007,2023-01-05 17:59:00,10.662
AL007,2023-01-05 18:30:00,10.546
AL007,2023-01-05 18:59:00,10.516
AL007,2023-01-05 19:30:00,10.489
AL007,2023-01-05 19:59:00,10.57
AL007,2023-01-05 20:30:00,10.856
AL007,2023-01-05 20:59:00,10.817
AL007,2023-01-06 00:30:00,10.471
AL007,2023-01-06 00:59:00,10.599
AL007,2023-01-06 01:30:00,10.76
AL007,2023-01-06 01:59:00,10.708
AL007,2023-01-06 02:30:00,10.402
AL007,2023-01-06 02:59:00,9.961
AL007,2023-01-06 03:30:00,9.669
AL007,2023-01-06 03:59:00,9.291
AL007,2023-01-06 04:30:00,9.025
AL007,2023-01-06 04:59:00,8.864
AL007,2023-01-06 05:30:00,8.945
AL007,2023-01-06 05:59:00,9.143
AL007,2023-01-06 06:30:00,9.602
AL007,2023-01-06 06:59:00,9.83
AL007,2023-01-06 07:30:00,10.002
AL007,2023-01-06 07:59:00,10.092
AL007,2023-01-06 08:30:00,10.208
AL007,2023-01-06 08:59:00,10.472
AL007,2023-01-06 09:30:00,10.754
AL007,2023-01-06 09:59:00,11.311
AL007,2023-01-06 10:30:00,11.814
AL007,2023-01-06 10:59:00,12.419
AL007,2023-01-06 11:30:00,12.744
AL007,2023-01-06 11:59:00,12.918
AL007,2023-01-06 12:30:00,12.9
AL007,2023-01-06 12:59:00,13.269
AL007,2023-01-06 13:30:00,14.214
AL007,2023-01-06 13:59:00,14.792
AL007,2023-01-06 14:30:00,14.925
AL007,2023-01-06 14:59:00,14.712
AL007,2023-01-07 00:30:00,9.709
AL007,2023-01-07 00:59:00,9.653
AL007,2023-01-07 01:30:00,9.631
AL007,2023-01-07 01:59:00,9.652
AL007,2023-01-07 02:30:00,9.88
AL007,2023-01-07 02:59:00,10.225
AL007,2023-01-09 00:30:00,12.63
AL007,2023-01-09 00:59:00,12.677
AL007,2023-01-09 01:30:00,13.085
AL007,2023-01-09 01:59:00,13.19
AL007,2023-01-09 02:30:00,12.949
AL007,2023-01-09 02:59:00,12.998
AL007,2023-01-09 03:30:00,13.059
AL007,2023-01-09 03:59:00,13.139
AL007,2023-01-09 04:30:00,13.396
AL007,2023-01-09 04:59:00,13.804
AL007,2023-01-09 05:30:00,14.19
AL007,2023-01-09 05:59:00,14.466
AL007,2023-01-09 06:30:00,14.714
AL007,2023-01-09 06:59:00,14.859
AL007,2023-01-09 07:30:00,14.835
AL007,2023-01-09 07:59:00,14.488
AL007,2023-01-09 08:30:00,14.656
AL007,2023-01-09 08:59:00,14.888
AL007,2023-01-09 09:30:00,15.133
AL007,2023-01-09 09:59:00,15.423
AL007,2023-01-09 10:30:00,15.635
AL007,2023-01-09 10:59:00,15.796
AL007,2023-01-09 11:30:00,15.681
AL007,2023-01-09 11:59:00,15.598
AL007,2023-01-09 12:30:00,15.219
AL007,2023-01-09 12:59:00,14.814
AL007,2023-01-09 13:30:00,12.324
AL007,2023-01-09 13:59:00,12.691
AL007,2023-01-09 14:30:00,13.176
AL007,2023-01-09 14:59:00,13.722
AL007,2023-01-09 15:30:00,13.795
AL007,2023-01-09 15:59:00,14.316
AL007,2023-01-09 16:30:00,14.119
AL007,2023-01-09 16:59:00,13.778
AL007,2023-01-09 17:30:00,13.264
AL007,2023-01-09 17:59:00,12.504
AL007,2023-01-09 18:30:00,12.04
AL007,2023-01-09 18:59:00,12.023
AL007,2023-01-09 19:30:00,12.112
AL007,2023-01-09 19:59:00,11.771
AL007,2023-01-09 20:30:00,11.606
AL007,2023-01-09 20:59:00,11.211
AL007,2023-01-09 21:30:00,10.825
AL007,2023-01-09 21:59:00,10.888
AL007,2023-01-09 22:30:00,11.221
AL007,2023-01-09 22:59:00,10.492
AL007,2023-01-09 23:30:00,10.242
AL007,2023-01-09 23:59:00,9.718
AL007,2023-01-10 00:30:00,9.684
AL007,2023-01-10 00:59:00,9.733
AL007,2023-01-10 01:30:00,9.857
AL007,2023-01-10 01:59:00,9.204
AL007,2023-01-10 02:30:00,8.748
AL007,2023-01-10 02:59:00,8.541
AL007,2023-01-10 03:30:00,8.506
AL007,2023-01-10 03:59:00,8.193
AL007,2023-01-10 04:30:00,7.7
AL007,2023-01-10 04:59:00,7.081
AL007,2023-01-10 05:30:00,7.361
AL007,2023-01-10 05:59:00,7.722
AL007,2023-01-10 06:30:00,7.168
AL007,2023-01-10 06:59:00,7.139
AL007,2023-01-10 07:30:00,7.269
AL007,2023-01-10 07:59:00,7.343
AL007,2023-01-10 08:30:00,7.67
AL007,2023-01-10 08:59:00,8.325
AL007,2023-01-10 09:30:00,8.753
AL007,2023-01-10 09:59:00,9.654
AL007,2023-01-10 10:30:00,10.922
AL007,2023-01-10 10:59:00,11.973
AL007,2023-01-10 11:30:00,12.859
AL007,2023-01-10 11:59:00,13.513
AL007,2023-01-10 12:30:00,13.875
AL007,2023-01-10 12:59:00,13.871
AL007,2023-01-10 13:30:00,13.953
AL007,2023-01-10 13:59:00,14.415
AL007,2023-01-10 14:30:00,14.841
AL007,2023-01-10 14:59:00,14.85
AL007,2023-01-10 15:30:00,14.67
AL007,2023-01-10 15:59:00,14.296
AL007,2023-01-10 16:30:00,13.915
AL007,2023-01-10 16:59:00,13.209
AL007,2023-01-10 17:30:00,12.296
AL007,2023-01-10 17:59:00,11.802
AL007,2023-01-10 18:30:00,11.425
AL007,2023-01-10 18:59:00,11.072
AL007,2023-01-10 19:30:00,10.572
AL007,2023-01-10 19:59:00,10.381
AL007,2023-01-10 20:30:00,9.969
AL007,2023-01-10 20:59:00,9.493
AL007,2023-01-10 21:30:00,8.857
AL007,2023-01-10 21:59:00,8.86
AL007,2023-01-10 22:30:00,8.42
AL007,2023-01-10 22:59:00,8.259
AL007,2023-01-10 23:30:00,8.183
AL007,2023-01-10 23:59:00,7.97
AL007,2023-01-11 00:30:00,6.963
AL007,2023-01-11 00:59:00,6.464
AL007,2023-01-11 01:30:00,6.042
AL007,2023-01-11 01:59:00,5.776
AL007,2023-01-11 02:30:00,5.488
AL007,2023-01-11 02:59:00,4.861
AL007,2023-01-11 03:30:00,4.737
AL007,2023-01-11 03:59:00,4.3
AL007,2023-01-11 04:30:00,4.054
AL007,2023-01-11 04:59:00,3.802
AL007,2023-01-11 05:30:00,3.329
AL007,2023-01-11 05:59:00,3.366
AL007,2023-01-11 06:30:00,3.484
AL007,2023-01-11 06:59:00,2.897
AL007,2023-01-11 07:30:00,2.866
AL007,2023-01-11 07:59:00,2.666
AL007,2023-01-11 08:30:00,3.94
AL007,2023-01-11 08:59:00,6.357
AL007,2023-01-11 09:30:00,7.786
AL007,2023-01-11 09:59:00,9.294
AL007,2023-01-11 10:30:00,9.93
AL007,2023-01-11 10:59:00,10.964
AL007,2023-01-11 11:30:00,11.301
AL007,2023-01-11 11:59:00,12.127
AL007,2023-01-11 12:30:00,12.201
AL007,2023-01-11 12:59:00,12.401
AL007,2023-01-11 13:30:00,12.989
AL007,2023-01-11 13:59:00,13.4
AL007,2023-01-11 14:30:00,15.111
AL007,2023-01-11 14:59:00,14.682
AL007,2023-01-11 15:30:00,13.838
AL007,2023-01-11 15:59:00,13.852
AL007,2023-01-11 16:30:00,13.293
AL007,2023-01-11 16:59:00,12.358
AL007,2023-01-11 17:30:00,11.505
AL007,2023-01-11 17:59:00,10.879
AL007,2023-01-11 18:30:00,10.48
AL007,2023-01-11 18:59:00,10.162
AL007,2023-01-11 19:30:00,9.984
AL007,2023-01-11 19:59:00,9.346
AL007,2023-01-11 20:30:00,8.629
AL007,2023-01-11 20:59:00,8.312
AL007,2023-01-11 21:30:00,7.9
AL007,2023-01-11 21:59:00,7.391
AL007,2023-01-11 22:30:00,7.254
AL007,2023-01-11 22:59:00,7.014
AL007,2023-01-11 23:30:00,6.7
AL007,2023-01-11 23:59:00,6.086
AL007,2023-01-12 00:30:00,5.791
AL007,2023-01-12 00:59:00,5.821
AL007,2023-01-12 01:30:00,5.531
AL007,2023-01-12 01:59:00,4.793
AL007,2023-01-12 02:30:00,5.009
AL007,2023-01-12 02:59:00,5.225
AL007,2023-01-12 03:30:00,5.377
AL007,2023-01-12 03:59:00,5.292
AL007,2023-01-12 04:30:00,5.647
AL007,2023-01-12 04:59:00,6.112
AL007,2023-01-12 05:30:00,6.272
AL007,2023-01-12 05:59:00,6.562
AL007,2023-01-12 06:30:00,6.803
AL007,2023-01-12 06:59:00,6.827
AL007,2023-01-12 07:30:00,6.531
AL007,2023-01-12 07:59:00,6.651
AL007,2023-01-12 08:30:00,7.454
AL007,2023-01-12 08:59:00,8.321
AL007,2023-01-12 09:30:00,8.272
AL007,2023-01-12 09:59:00,10.11
AL007,2023-01-12 10:30:00,11.565
AL007,2023-01-12 10:59:00,12.757
AL007,2023-01-12 11:30:00,12.89
AL007,2023-01-12 11:59:00,13.484
AL007,2023-01-12 12:30:00,13.834
AL007,2023-01-12 12:59:00,14.454
AL007,2023-01-12 13:30:00,14.827
AL007,2023-01-12 13:59:00,15.603
AL007,2023-01-12 14:30:00,16.872
AL007,2023-01-12 14:59:00,16.033
AL007,2023-01-12 15:30:00,15.32
AL007,2023-01-12 15:59:00,15.45
AL007,2023-01-12 16:30:00,15.008
AL007,2023-01-12 16:59:00,13.645
AL007,2023-01-12 17:30:00,12.68
AL007,2023-01-12 17:59:00,11.943
AL007,2023-01-12 18:30:00,11.713
AL007,2023-01-12 18:59:00,11.222
AL007,2023-01-12 19:30:00,10.921
AL007,2023-01-12 19:59:00,10.409
AL007,2023-01-12 20:30:00,10.113
AL007,2023-01-12 20:59:00,9.893
AL007,2023-01-12 21:30:00,9.516
AL007,2023-01-12 21:59:00,9.037
AL007,2023-01-12 22:30:00,8.601
AL007,2023-01-12 22:59:00,8.145
AL007,2023-01-12 23:30:00,7.664
AL007,2023-01-12 23:59:00,6.901
AL007,2023-01-13 00:30:00,6.612
AL007,2023-01-13 00:59:00,6.177
AL007,2023-01-13 01:30:00,5.914
AL007,2023-01-13 01:59:00,5.69
AL007,2023-01-13 02:30:00,5.38
AL007,2023-01-13 02:59:00,5.259
AL007,2023-01-13 03:30:00,5.282
AL007,2023-01-13 03:59:00,5.438
AL007,2023-01-13 04:30:00,4.866
AL007,2023-01-13 04:59:00,4.475
AL007,2023-01-13 05:30:00,4.217
AL007,2023-01-13 05:59:00,4.299
AL007,2023-01-13 06:30:00,4.488
AL007,2023-01-13 06:59:00,4.39
AL007,2023-01-13 07:30:00,4.249
AL007,2023-01-13 07:59:00,4.018
AL007,2023-01-13 08:30:00,4.58
AL007,2023-01-13 08:59:00,6.292
AL007,2023-01-13 09:30:00,7.505
AL007,2023-01-13 09:59:00,7.778
AL007,2023-01-13 10:30:00,7.924
AL007,2023-01-13 10:59:00,8.772
AL007,2023-01-13 11:30:00,9.755
AL007,2023-01-13 11:59:00,11.185
AL007,2023-01-13 12:30:00,11.888
AL007,2023-01-13 12:59:00,12.446
AL007,2023-01-13 13:30:00,13.558
AL007,2023-01-13 13:59:00,13.801
AL007,2023-01-13 14:30:00,14.036
AL007,2023-01-13 14:59:00,13.866
AL007,2023-01-13 15:30:00,13.695
AL007,2023-01-13 15:59:00,13.6
AL007,2023-01-13 16:30:00,13.274
AL007,2023-01-13 16:59:00,13.126
AL007,2023-01-13 17:30:00,12.915
AL007,2023-01-13 17:59:00,12.725
AL007,2023-01-13 18:30:00,12.698
AL007,2023-01-13 18:59:00,12.455
AL007,2023-01-13 19:30:00,12.171
AL007,2023-01-13 19:59:00,12.354
AL007,2023-01-13 20:30:00,12.335
AL007,2023-01-13 20:59:00,12.334
AL007,2023-01-13 21:30:00,12.21
AL007,2023-01-13 21:59:00,11.858
AL007,2023-01-13 22:30:00,11.501
AL007,2023-01-13 22:59:00,11.225
AL007,2023-01-13 23:30:00,11.056
AL007,2023-01-13 23:59:00,9.938
AL007,2023-01-14 00:30:00,9.518
AL007,2023-01-14 00:59:00,9.481
AL007,2023-01-14 01:30:00,9.096
AL007,2023-01-14 01:59:00,8.95
AL007,2023-01-14 02:30:00,8.604
AL007,2023-01-14 02:59:00,8.239
AL007,2023-01-14 03:30:00,8.167
AL007,2023-01-14 03:59:00,8.197
AL007,2023-01-14 04:30:00,8.012
AL007,2023-01-14 04:59:00,7.663
AL007,2023-01-14 05:30:00,7.157
AL007,2023-01-14 05:59:00,6.791
AL007,2023-01-14 06:30:00,6.735
AL007,2023-01-14 06:59:00,6.779
AL007,2023-01-14 07:30:00,6.57
AL007,2023-01-14 07:59:00,6.172
AL007,2023-01-14 08:30:00,7.054
AL007,2023-01-14 08:59:00,8.803
AL007,2023-01-14 09:30:00,10.102
AL007,2023-01-14 09:59:00,11.31
AL007,2023-01-14 10:30:00,12.353
AL007,2023-01-14 10:59:00,13.245
AL007,2023-01-14 11:30:00,13.864
AL007,2023-01-14 11:59:00,14.229
AL007,2023-01-14 12:30:00,15.031
AL007,2023-01-14 12:59:00,15.431
AL007,2023-01-14 13:30:00,15.844
AL007,2023-01-14 13:59:00,16.22
AL007,2023-01-14 14:30:00,16.817
AL007,2023-01-14 14:59:00,16.954
AL007,2023-01-14 15:30:00,16.56
AL007,2023-01-14 15:59:00,16.161
AL007,2023-01-14 16:30:00,15.728
AL007,2023-01-14 16:59:00,14.883
AL007,2023-01-14 17:30:00,13.523
AL007,2023-01-14 17:59:00,12.838
AL007,2023-01-14 18:30:00,12.17
AL007,2023-01-14 18:59:00,11.956
AL007,2023-01-14 19:30:00,11.939
AL007,2023-01-14 19:59:00,11.531
AL007,2023-01-14 20:30:00,11.044
AL007,2023-01-14 20:59:00,10.245
AL007,2023-01-14 21:30:00,9.631
AL007,2023-01-14 21:59:00,9.434
AL007,2023-01-14 22:30:00,8.887
AL007,2023-01-14 22:59:00,8.379
AL007,2023-01-14 23:30:00,7.959
AL007,2023-01-14 23:59:00,7.938
AL007,2023-01-15 00:30:00,7.513
AL007,2023-01-15 00:59:00,6.915
AL007,2023-01-15 01:30:00,6.815
AL007,2023-01-15 01:59:00,6.748
AL007,2023-01-15 02:30:00,6.565
AL007,2023-01-15 02:59:00,6.472
AL007,2023-01-15 03:30:00,6.375
AL007,2023-01-15 03:59:00,6.181
AL007,2023-01-15 04:30:00,6.144
AL007,2023-01-15 04:59:00,6.402
AL007,2023-01-15 05:30:00,6.547
AL007,2023-01-15 05:59:00,6.562
AL007,2023-01-15 06:30:00,7.021
AL007,2023-01-15 06:59:00,7.368
AL007,2023-01-15 07:30:00,7.657
AL007,2023-01-15 07:59:00,7.989
AL007,2023-01-15 08:30:00,8.202
AL007,2023-01-15 08:59:00,8.643
AL007,2023-01-15 09:30:00,9.551
AL007,2023-01-15 09:59:00,9.894
AL007,2023-01-15 10:30:00,10.491
AL007,2023-01-15 10:59:00,10.712
AL007,2023-01-15 11:30:00,11.602
AL007,2023-01-15 11:59:00,12.18
AL007,2023-01-15 12:30:00,12.826
AL007,2023-01-15 12:59:00,13.078
AL007,2023-01-15 13:30:00,13.434
AL007,2023-01-15 13:59:00,13.661
AL007,2023-01-15 14:30:00,13.888
AL007,2023-01-15 14:59:00,13.973
AL007,2023-01-15 15:30:00,13.99
AL007,2023-01-15 15:59:00,14.076
AL007,2023-01-15 16:30:00,14.044
AL007,2023-01-15 16:59:00,13.46
AL007,2023-01-15 17:30:00,13.212
AL007,2023-01-15 17:59:00,13.113
AL007,2023-01-15 18:30:00,12.902
AL007,2023-01-15 18:59:00,12.724
AL007,2023-01-15 19:30:00,12.508
AL007,2023-01-15 19:59:00,12.509
AL007,2023-01-15 20:30:00,12.264
AL007,2023-01-15 20:59:00,11.432
AL007,2023-01-15 21:30:00,11.93
AL007,2023-01-15 21:59:00,12.209
AL007,2023-01-15 22:30:00,11.886
AL007,2023-01-15 22:59:00,12.349
AL007,2023-01-15 23:30:00,12.912
AL007,2023-01-15 23:59:00,13.092
AL007,2023-01-16 00:30:00,13.069
AL007,2023-01-16 00:59:00,13.093
AL007,2023-01-16 01:30:00,12.945
AL007,2023-01-16 01:59:00,12.705
AL007,2023-01-16 02:30:00,12.716
AL007,2023-01-16 02:59:00,12.867
AL007,2023-01-16 03:30:00,12.633
AL007,2023-01-16 03:59:00,12.33
AL007,2023-01-16 04:30:00,12.175
AL007,2023-01-16 04:59:00,12.034
AL007,2023-01-16 05:30:00,12.12
AL007,2023-01-16 05:59:00,12.11
AL007,2023-01-16 06:30:00,12.287
AL007,2023-01-16 06:59:00,12.271
AL007,2023-01-16 07:30:00,12.231
AL007,2023-01-16 07:59:00,12.304
AL007,2023-01-16 08:30:00,12.177
AL007,2023-01-16 08:59:00,12.669
AL007,2023-01-16 09:30:00,13.788
AL007,2023-01-16 09:59:00,14.551
AL007,2023-01-16 10:30:00,14.024
AL007,2023-01-16 10:59:00,13.858
AL007,2023-01-16 11:30:00,14.117
AL007,2023-01-16 11:59:00,13.875
AL007,2023-01-16 12:30:00,13.608
AL007,2023-01-16 12:59:00,13.417
AL007,2023-01-16 13:30:00,13.398
AL007,2023-01-16 13:59:00,13.134
AL007,2023-01-16 14:30:00,12.103
AL007,2023-01-16 14:59:00,11.878
AL007,2023-01-16 15:30:00,12.143
AL007,2023-01-16 15:59:00,12.462
AL007,2023-01-16 16:30:00,12.126
AL007,2023-01-16 16:59:00,12.052
AL007,2023-01-16 17:30:00,12.13
AL007,2023-01-16 17:59:00,11.016
AL007,2023-01-16 18:30:00,10.964
AL007,2023-01-16 18:59:00,11.216
AL007,2023-01-16 19:30:00,11.359
AL007,2023-01-16 19:59:00,11.465
AL007,2023-01-16 20:30:00,11.154
AL007,2023-01-16 20:59:00,11.236
AL007,2023-01-16 21:30:00,11.642
AL007,2023-01-16 21:59:00,12.199
AL007,2023-01-16 22:30:00,12.4
AL007,2023-01-16 22:59:00,12.384
AL007,2023-01-16 23:30:00,12.454
AL007,2023-01-16 23:59:00,12.558
AL007,2023-01-17 00:30:00,12.596
AL007,2023-01-17 00:59:00,12.371
AL007,2023-01-17 01:30:00,12.15
AL007,2023-01-17 01:59:00,12.199
AL007,2023-01-17 02:30:00,12.393
AL007,2023-01-17 02:59:00,12.47
AL007,2023-01-17 03:30:00,12.458
AL007,2023-01-17 03:59:00,12.561
AL007,2023-01-17 04:30:00,12.78
AL007,2023-01-17 04:59:00,12.818
AL007,2023-01-17 05:30:00,12.895
AL007,2023-01-17 05:59:00,12.417
