cod_staz,date,T
AL007,2020-01-02 17:30:00,12.61
AL007,2020-01-02 17:59:00,12.331
AL007,2020-01-02 18:30:00,11.906
AL007,2020-01-02 18:59:00,11.201
AL007,2020-01-02 19:30:00,10.238
AL007,2020-01-02 19:59:00,9.347
AL007,2020-01-02 20:30:00,8.593
AL007,2020-01-02 20:59:00,8.183
AL007,2020-01-02 21:30:00,7.531
AL007,2020-01-02 21:59:00,6.592
AL007,2020-01-02 22:30:00,6.434
AL007,2020-01-02 22:59:00,6.011
AL007,2020-01-02 23:30:00,5.323
AL007,2020-01-02 23:59:00,4.842
AL007,2020-01-03 00:30:00,4.426
AL007,2020-01-03 00:59:00,4.463
AL007,2020-01-03 01:30:00,4.371
AL007,2020-01-03 01:59:00,4.141
AL007,2020-01-03 02:30:00,4.345
AL007,2020-01-03 02:59:00,4.19
AL007,2020-01-03 03:30:00,2.893
AL007,2020-01-03 03:59:00,3.718
AL007,2020-01-03 04:30:00,4.062
AL007,2020-01-03 04:59:00,3.925
AL007,2020-01-03 05:30:00,3.72
AL007,2020-01-03 05:59:00,3.046
AL007,2020-01-03 06:30:00,3.223
AL007,2020-01-03 06:59:00,3.854
AL007,2020-01-03 07:30:00,3.86
AL007,2020-01-03 07:59:00,3.139
AL007,2020-01-03 08:30:00,3.107
AL007,2020-01-03 08:59:00,3.863
AL007,2020-01-03 09:30:00,4.564
AL007,2020-01-03 09:59:00,5.736
AL007,2020-01-03 10:30:00,7.124
AL007,2020-01-03 10:59:00,7.756
AL007,2020-01-03 11:30:00,8.494
AL007,2020-01-03 11:59:00,9.224
AL007,2020-01-03 12:30:00,10.156
AL007,2020-01-03 12:59:00,11.032
AL007,2020-01-03 13:30:00,11.854
AL007,2020-01-03 13:59:00,12.683
AL007,2020-01-03 14:30:00,13.179
AL007,2020-01-03 14:59:00,13.569
AL007,2020-01-03 15:30:00,13.707
AL007,2020-01-03 15:59:00,13.802
AL007,2020-01-03 16:30:00,13.581
AL007,2020-01-03 16:59:00,12.918
AL007,2020-01-03 17:30:00,12.147
AL007,2020-01-03 17:59:00,11.765
AL007,2020-01-03 18:30:00,11.665
AL007,2020-01-03 18:59:00,11.073
AL007,2020-01-03 19:30:00,10.757
AL007,2020-01-03 19:59:00,10.302
AL007,2020-01-03 20:30:00,9.955
AL007,2020-01-03 20:59:00,9.624
AL007,2020-01-03 21:30:00,9.274
AL007,2020-01-03 21:59:00,8.904
AL007,2020-01-03 22:30:00,8.216
AL007,2020-01-03 22:59:00,7.327
AL007,2020-01-03 23:30:00,6.891
AL007,2020-01-03 23:59:00,6.775
AL007,2020-01-04 00:30:00,6.883
AL007,2020-01-04 00:59:00,6.54
AL007,2020-01-04 01:30:00,6.298
AL007,2020-01-04 01:59:00,5.584
AL007,2020-01-04 02:30:00,5.652
AL007,2020-01-04 02:59:00,5.808
AL007,2020-01-04 03:30:00,5.545
AL007,2020-01-04 03:59:00,5.265
AL007,2020-01-04 04:30:00,5.336
AL007,2020-01-04 04:59:00,5.322
AL007,2020-01-04 05:30:00,4.861
AL007,2020-01-04 05:59:00,4.638
AL007,2020-01-04 06:30:00,4.426
AL007,2020-01-04 06:59:00,4.284
AL007,2020-01-04 07:30:00,3.522
AL007,2020-01-04 07:59:00,3.605
AL007,2020-01-04 08:30:00,3.992
AL007,2020-01-04 08:59:00,4.447
AL007,2020-01-04 09:30:00,4.78
AL007,2020-01-04 09:59:00,5.457
AL007,2020-01-04 10:30:00,6.391
AL007,2020-01-04 10:59:00,7.601
AL007,2020-01-04 11:30:00,8.895
AL007,2020-01-04 11:59:00,9.942
AL007,2020-01-04 12:30:00,11.461
AL007,2020-01-04 12:59:00,12.196
AL007,2020-01-04 13:30:00,12.566
AL007,2020-01-04 13:59:00,12.373
AL007,2020-01-04 14:30:00,12.052
AL007,2020-01-04 14:59:00,12.016
AL007,2020-01-04 15:30:00,12.154
AL007,2020-01-04 15:59:00,12.156
AL007,2020-01-04 16:30:00,12.33
AL007,2020-01-04 16:59:00,12.214
AL007,2020-01-04 17:30:00,12.137
AL007,2020-01-04 17:59:00,12.032
AL007,2020-01-04 18:30:00,11.565
AL007,2020-01-04 18:59:00,11.404
AL007,2020-01-04 19:30:00,11.124
AL007,2020-01-04 19:59:00,10.648
AL007,2020-01-04 20:30:00,10.378
AL007,2020-01-04 20:59:00,9.763
AL007,2020-01-04 21:30:00,9.235
AL007,2020-01-04 21:59:00,8.476
AL007,2020-01-04 22:30:00,7.907
AL007,2020-01-04 22:59:00,7.687
AL007,2020-01-04 23:30:00,7.218
AL007,2020-01-04 23:59:00,6.896
AL007,2020-01-05 00:30:00,6.956
AL007,2020-01-05 00:59:00,6.735
AL007,2020-01-05 01:30:00,6.541
AL007,2020-01-05 01:59:00,6.823
AL007,2020-01-05 02:30:00,6.565
AL007,2020-01-05 02:59:00,6.222
AL007,2020-01-05 03:30:00,5.979
AL007,2020-01-05 03:59:00,5.874
AL007,2020-01-05 04:30:00,5.852
AL007,2020-01-05 04:59:00,5.526
AL007,2020-01-05 05:30:00,5.279
AL007,2020-01-05 05:59:00,5.206
AL007,2020-01-05 06:30:00,4.884
AL007,2020-01-05 06:59:00,4.655
AL007,2020-01-05 07:30:00,4.697
AL007,2020-01-05 07:59:00,4.179
AL007,2020-01-05 08:30:00,3.722
AL007,2020-01-05 08:59:00,4.181
AL007,2020-01-05 09:30:00,5.165
AL007,2020-01-05 09:59:00,6.396
AL007,2020-01-05 10:30:00,7.423
AL007,2020-01-05 10:59:00,8.439
AL007,2020-01-05 11:30:00,9.705
AL007,2020-01-05 11:59:00,10.424
AL007,2020-01-05 12:30:00,11.359
AL007,2020-01-05 12:59:00,12.166
AL007,2020-01-05 13:30:00,13.102
AL007,2020-01-05 13:59:00,13.966
AL007,2020-01-05 14:30:00,14.49
AL007,2020-01-05 14:59:00,14.702
AL007,2020-01-05 15:30:00,15.142
AL007,2020-01-05 15:59:00,15.276
AL007,2020-01-05 16:30:00,14.538
AL007,2020-01-05 16:59:00,13.524
AL007,2020-01-05 17:30:00,12.803
AL007,2020-01-05 17:59:00,12.331
AL007,2020-01-05 18:30:00,11.657
AL007,2020-01-05 18:59:00,11.219
AL007,2020-01-05 19:30:00,10.772
AL007,2020-01-05 19:59:00,10.378
AL007,2020-01-05 20:30:00,10.166
AL007,2020-01-05 20:59:00,9.595
AL007,2020-01-05 21:30:00,9.157
AL007,2020-01-05 21:59:00,9.027
AL007,2020-01-05 22:30:00,8.9
AL007,2020-01-05 22:59:00,8.048
AL007,2020-01-05 23:30:00,7.343
AL007,2020-01-05 23:59:00,7.358
AL007,2020-01-06 00:30:00,7.179
AL007,2020-01-06 00:59:00,7.029
AL007,2020-01-06 01:30:00,6.767
AL007,2020-01-06 01:59:00,6.425
AL007,2020-01-06 02:30:00,6.563
AL007,2020-01-06 02:59:00,6.422
AL007,2020-01-06 03:30:00,6.069
AL007,2020-01-06 03:59:00,5.959
AL007,2020-01-06 04:30:00,5.86
AL007,2020-01-06 04:59:00,5.63
AL007,2020-01-06 05:30:00,5.55
AL007,2020-01-06 05:59:00,5.262
AL007,2020-01-06 06:30:00,5.335
AL007,2020-01-06 06:59:00,5.578
AL007,2020-01-06 07:30:00,5.347
AL007,2020-01-06 07:59:00,5.045
AL007,2020-01-06 08:30:00,4.983
AL007,2020-01-06 08:59:00,5.026
AL007,2020-01-06 09:30:00,5.939
AL007,2020-01-06 09:59:00,6.964
AL007,2020-01-06 10:30:00,7.787
AL007,2020-01-06 10:59:00,8.499
AL007,2020-01-06 11:30:00,9.15
AL007,2020-01-06 11:59:00,9.792
AL007,2020-01-06 12:30:00,10.419
AL007,2020-01-06 12:59:00,11.047
AL007,2020-01-06 13:30:00,11.5
AL007,2020-01-06 13:59:00,11.917
AL007,2020-01-06 14:30:00,12.026
AL007,2020-01-06 14:59:00,12.233
AL007,2020-01-06 15:30:00,12.366
AL007,2020-01-06 15:59:00,12.225
AL007,2020-01-06 16:30:00,11.774
AL007,2020-01-06 16:59:00,11.082
AL007,2020-01-06 17:30:00,10.124
AL007,2020-01-06 17:59:00,9.45
AL007,2020-01-06 18:30:00,8.955
AL007,2020-01-06 18:59:00,8.621
AL007,2020-01-06 19:30:00,8.193
AL007,2020-01-06 19:59:00,7.919
AL007,2020-01-06 20:30:00,7.595
AL007,2020-01-06 20:59:00,7.197
AL007,2020-01-06 21:30:00,6.812
AL007,2020-01-06 21:59:00,6.472
AL007,2020-01-06 22:30:00,5.996
AL007,2020-01-06 22:59:00,5.328
AL007,2020-01-06 23:30:00,5.299
AL007,2020-01-06 23:59:00,5.36
AL007,2020-01-07 00:30:00,4.905
AL007,2020-01-07 00:59:00,4.782
AL007,2020-01-07 01:30:00,4.671
AL007,2020-01-07 01:59:00,4.459
AL007,2020-01-07 02:30:00,4.135
AL007,2020-01-07 02:59:00,3.763
AL007,2020-01-07 03:30:00,3.656
AL007,2020-01-07 03:59:00,3.338
AL007,2020-01-07 04:30:00,2.845
AL007,2020-01-07 04:59:00,2.398
AL007,2020-01-07 05:30:00,2.595
AL007,2020-01-07 05:59:00,2.681
AL007,2020-01-07 06:30:00,2.515
AL007,2020-01-07 06:59:00,2.592
AL007,2020-01-07 07:30:00,2.464
AL007,2020-01-07 07:59:00,2.456
AL007,2020-01-07 08:30:00,2.784
AL007,2020-01-07 08:59:00,2.916
AL007,2020-01-07 09:30:00,3.261
AL007,2020-01-07 09:59:00,3.958
AL007,2020-01-07 10:30:00,4.646
AL007,2020-01-07 10:59:00,6.028
AL007,2020-01-07 11:30:00,7.017
AL007,2020-01-07 11:59:00,7.734
AL007,2020-01-07 12:30:00,8.401
AL007,2020-01-07 12:59:00,8.457
AL007,2020-01-07 13:30:00,8.527
AL007,2020-01-07 13:59:00,8.931
AL007,2020-01-07 14:30:00,8.979
AL007,2020-01-07 14:59:00,9.133
AL007,2020-01-07 15:30:00,9.312
AL007,2020-01-07 15:59:00,9.24
AL007,2020-01-07 16:30:00,9.292
AL007,2020-01-07 16:59:00,9.274
AL007,2020-01-07 17:30:00,9.131
AL007,2020-01-07 17:59:00,8.912
AL007,2020-01-07 18:30:00,8.767
AL007,2020-01-07 18:59:00,8.421
AL007,2020-01-07 19:30:00,8.177
AL007,2020-01-07 19:59:00,7.869
AL007,2020-01-07 20:30:00,6.654
AL007,2020-01-07 20:59:00,6.248
AL007,2020-01-07 21:30:00,5.436
AL007,2020-01-07 21:59:00,4.625
AL007,2020-01-07 22:30:00,4.916
AL007,2020-01-07 22:59:00,3.672
AL007,2020-01-07 23:30:00,3.69
AL007,2020-01-07 23:59:00,4.057
AL007,2020-01-08 00:30:00,4.531
AL007,2020-01-08 00:59:00,3.762
AL007,2020-01-08 01:30:00,3.323
AL007,2020-01-08 01:59:00,3.929
AL007,2020-01-08 02:30:00,3.938
AL007,2020-01-08 02:59:00,3.869
AL007,2020-01-08 03:30:00,3.839
AL007,2020-01-08 03:59:00,3.939
AL007,2020-01-08 04:30:00,3.79
AL007,2020-01-08 04:59:00,3.381
AL007,2020-01-08 05:30:00,3.937
AL007,2020-01-08 05:59:00,3.56
AL007,2020-01-08 06:30:00,3.521
AL007,2020-01-08 06:59:00,4.094
AL007,2020-01-08 07:30:00,4.233
AL007,2020-01-08 07:59:00,4.477
AL007,2020-01-08 08:30:00,4.553
AL007,2020-01-08 08:59:00,5.159
AL007,2020-01-08 09:30:00,5.523
AL007,2020-01-08 09:59:00,5.513
AL007,2020-01-08 10:30:00,6.48
AL007,2020-01-08 10:59:00,7.468
AL007,2020-01-08 11:30:00,8.427
AL007,2020-01-08 11:59:00,10.036
AL007,2020-01-08 12:30:00,11.09
AL007,2020-01-08 12:59:00,11.956
AL007,2020-01-08 13:30:00,12.705
AL007,2020-01-08 13:59:00,13.211
AL007,2020-01-08 14:30:00,13.747
AL007,2020-01-08 14:59:00,13.863
AL007,2020-01-08 15:30:00,14.014
AL007,2020-01-08 15:59:00,13.89
AL007,2020-01-08 16:30:00,13.769
AL007,2020-01-08 16:59:00,13.595
AL007,2020-01-08 17:30:00,13.302
AL007,2020-01-08 17:59:00,12.659
AL007,2020-01-08 18:30:00,12.085
AL007,2020-01-08 18:59:00,11.786
AL007,2020-01-08 19:30:00,10.734
AL007,2020-01-08 19:59:00,9.989
AL007,2020-01-08 20:30:00,9.019
AL007,2020-01-08 20:59:00,8.085
AL007,2020-01-08 21:30:00,7.637
AL007,2020-01-08 21:59:00,7.579
AL007,2020-01-08 22:30:00,7.47
AL007,2020-01-08 22:59:00,6.777
AL007,2020-01-08 23:30:00,5.618
AL007,2020-01-08 23:59:00,5.606
AL007,2020-01-09 00:30:00,5.098
AL007,2020-01-09 00:59:00,4.277
AL007,2020-01-09 01:30:00,3.723
AL007,2020-01-09 01:59:00,4.119
AL007,2020-01-09 02:30:00,3.59
AL007,2020-01-09 02:59:00,3.362
AL007,2020-01-09 03:30:00,3.219
AL007,2020-01-09 03:59:00,3.517
AL007,2020-01-09 04:30:00,3.334
AL007,2020-01-09 04:59:00,2.61
AL007,2020-01-09 05:30:00,2.53
AL007,2020-01-09 05:59:00,2.356
AL007,2020-01-09 06:30:00,2.303
AL007,2020-01-09 06:59:00,1.844
AL007,2020-01-09 07:30:00,1.884
AL007,2020-01-09 07:59:00,1.632
AL007,2020-01-09 08:30:00,1.697
AL007,2020-01-09 08:59:00,2.075
AL007,2020-01-09 09:30:00,2.619
AL007,2020-01-09 09:59:00,3.519
AL007,2020-01-09 10:30:00,4.992
AL007,2020-01-09 10:59:00,6.582
AL007,2020-01-09 11:30:00,7.548
AL007,2020-01-09 11:59:00,8.591
AL007,2020-01-09 12:30:00,9.439
AL007,2020-01-09 12:59:00,10.4
AL007,2020-01-09 13:30:00,11.067
AL007,2020-01-09 13:59:00,11.838
AL007,2020-01-09 14:30:00,12.388
AL007,2020-01-09 14:59:00,12.688
AL007,2020-01-22 00:30:00,7.714
AL007,2020-01-22 00:59:00,7.564
AL007,2020-01-22 01:30:00,7.338
AL007,2020-01-22 01:59:00,7.09
AL007,2020-01-22 02:30:00,6.704
AL007,2020-01-22 02:59:00,6.466
AL007,2020-01-22 04:30:00,5.614
AL007,2020-01-22 04:59:00,5.445
AL007,2020-01-22 05:30:00,4.959
AL007,2020-01-22 05:59:00,4.976
AL007,2020-01-22 06:30:00,4.856
AL007,2020-01-22 06:59:00,5.182
AL007,2020-01-22 07:30:00,4.794
AL007,2020-01-22 07:59:00,4.511
AL007,2020-01-22 09:30:00,5.598
AL007,2020-01-22 09:59:00,6.706
AL007,2020-01-22 10:30:00,7.911
AL007,2020-01-22 10:59:00,8.904
AL007,2020-01-22 11:30:00,9.807
AL007,2020-01-22 11:59:00,10.919
AL007,2020-01-22 12:30:00,11.768
AL007,2020-01-22 12:59:00,12.748
AL007,2020-01-22 13:30:00,13.613
AL007,2020-01-22 13:59:00,14.325
AL007,2020-01-22 14:30:00,14.732
AL007,2020-01-22 14:59:00,14.933
AL007,2020-01-22 15:30:00,14.852
AL007,2020-01-22 15:59:00,14.893
AL007,2020-01-22 16:30:00,14.842
AL007,2020-01-22 16:59:00,14.62
AL007,2020-01-22 17:30:00,14.308
AL007,2020-01-22 17:59:00,13.81
AL007,2020-01-22 18:30:00,12.98
AL007,2020-01-22 18:59:00,12.516
AL007,2020-01-22 19:30:00,12.194
AL007,2020-01-22 19:59:00,11.982
AL007,2020-01-22 20:30:00,11.649
AL007,2020-01-22 20:59:00,11.468
AL007,2020-01-22 21:30:00,10.78
AL007,2020-01-22 21:59:00,9.461
AL007,2020-01-22 22:30:00,9.156
AL007,2020-01-22 22:59:00,9.238
AL007,2020-01-22 23:30:00,8.451
AL007,2020-01-22 23:59:00,8.139
AL007,2020-01-23 00:30:00,8.136
AL007,2020-01-23 00:59:00,7.725
AL007,2020-01-23 01:30:00,7.094
AL007,2020-01-23 01:59:00,6.941
AL007,2020-01-23 02:30:00,7.005
AL007,2020-01-23 02:59:00,7.801
AL007,2020-01-23 03:30:00,7.288
AL007,2020-01-23 03:59:00,6.815
AL007,2020-01-23 04:30:00,6.549
AL007,2020-01-23 04:59:00,6.402
AL007,2020-01-23 06:30:00,5.607
AL007,2020-01-23 06:59:00,4.825
AL007,2020-01-23 07:30:00,4.274
AL007,2020-01-23 07:59:00,4.082
AL007,2020-01-23 08:30:00,4.344
AL007,2020-01-23 08:59:00,4.866
AL007,2020-01-23 09:30:00,5.397
AL007,2020-01-23 09:59:00,6.07
AL007,2020-01-23 10:30:00,7.136
AL007,2020-01-23 10:59:00,8.119
AL007,2020-01-23 11:30:00,9.389
AL007,2020-01-23 11:59:00,10.431
AL007,2020-01-23 13:30:00,13.141
AL007,2020-01-23 13:59:00,13.851
AL007,2020-01-23 14:30:00,14.404
AL007,2020-01-23 14:59:00,15.001
AL007,2020-01-23 15:30:00,15.179
AL007,2020-01-23 15:59:00,15.235
AL007,2020-01-23 16:30:00,15.015
AL007,2020-01-23 16:59:00,14.766
AL007,2020-01-23 17:30:00,14.464
AL007,2020-01-23 17:59:00,13.85
AL007,2020-01-23 18:30:00,13.015
AL007,2020-01-23 18:59:00,12.563
AL007,2020-01-23 19:30:00,12.283
AL007,2020-01-23 19:59:00,12.026
AL007,2020-01-23 20:30:00,11.877
AL007,2020-01-23 20:59:00,11.493
AL007,2020-01-23 21:30:00,10.206
AL007,2020-01-23 21:59:00,9.471
AL007,2020-01-23 22:30:00,9.037
AL007,2020-01-23 22:59:00,8.151
AL007,2020-01-23 23:30:00,7.436
AL007,2020-01-23 23:59:00,7.078
AL007,2020-01-24 00:30:00,6.82
AL007,2020-01-24 00:59:00,6.269
AL007,2020-01-24 01:30:00,6.049
AL007,2020-01-24 01:59:00,5.867
AL007,2020-01-24 02:30:00,5.747
AL007,2020-01-24 02:59:00,5.714
AL007,2020-01-24 03:30:00,5.389
AL007,2020-01-24 03:59:00,5.178
AL007,2020-01-24 04:30:00,4.676
AL007,2020-01-24 04:59:00,4.43
AL007,2020-01-24 05:30:00,4.368
AL007,2020-01-24 05:59:00,4.388
AL007,2020-01-24 06:30:00,4.209
AL007,2020-01-24 06:59:00,3.817
AL007,2020-01-24 07:30:00,3.902
AL007,2020-01-24 07:59:00,3.782
AL007,2020-01-24 08:30:00,3.973
AL007,2020-01-24 08:59:00,4.339
AL007,2020-01-24 09:30:00,4.742
AL007,2020-01-24 09:59:00,5.636
AL007,2020-01-24 10:30:00,6.608
AL007,2020-01-24 10:59:00,7.658
AL007,2020-01-24 11:30:00,8.921
AL007,2020-01-24 11:59:00,9.8
AL007,2020-01-24 12:30:00,10.7
AL007,2020-01-24 12:59:00,11.275
AL007,2020-01-24 13:30:00,11.141
AL007,2020-01-24 13:59:00,11.784
AL007,2020-01-24 14:30:00,12.592
AL007,2020-01-24 14:59:00,12.803
AL007,2020-01-24 15:30:00,12.648
AL007,2020-01-24 15:59:00,12.813
AL007,2020-01-24 16:30:00,12.879
AL007,2020-01-24 16:59:00,12.806
AL007,2020-01-24 17:30:00,12.661
AL007,2020-01-24 17:59:00,12.634
AL007,2020-01-24 18:30:00,12.683
AL007,2020-01-24 18:59:00,12.64
AL007,2020-01-24 19:30:00,12.531
AL007,2020-01-24 19:59:00,12.441
AL007,2020-01-24 20:30:00,12.324
AL007,2020-01-24 20:59:00,12.206
AL007,2020-01-24 21:30:00,12.24
AL007,2020-01-24 21:59:00,12.517
AL007,2020-01-24 22:30:00,11.855
AL007,2020-01-24 22:59:00,12.128
AL007,2020-01-24 23:30:00,11.978
AL007,2020-01-24 23:59:00,12.25
AL007,2020-01-25 00:30:00,12.054
AL007,2020-01-25 00:59:00,11.424
AL007,2020-01-25 01:30:00,10.903
AL007,2020-01-25 01:59:00,10.949
AL007,2020-01-25 02:30:00,10.92
AL007,2020-01-25 02:59:00,10.878
AL007,2020-01-25 03:30:00,10.867
AL007,2020-01-25 03:59:00,11.04
AL007,2020-01-25 04:30:00,10.989
AL007,2020-01-25 04:59:00,11.033
AL007,2020-01-25 05:30:00,11.252
AL007,2020-01-25 05:59:00,11.202
AL007,2020-01-25 06:30:00,11.276
AL007,2020-01-25 06:59:00,11.32
AL007,2020-01-25 07:30:00,11.022
AL007,2020-01-25 07:59:00,10.926
AL007,2020-01-25 08:30:00,11.206
AL007,2020-01-25 08:59:00,11.283
AL007,2020-01-25 09:30:00,11.181
AL007,2020-01-25 09:59:00,11.31
AL007,2020-01-25 10:30:00,11.925
AL007,2020-01-25 10:59:00,12.761
AL007,2020-01-25 11:30:00,13.451
AL007,2020-01-25 11:59:00,14.199
AL007,2020-01-25 12:30:00,14.967
AL007,2020-01-25 12:59:00,15.177
AL007,2020-01-25 13:30:00,15.201
AL007,2020-01-25 13:59:00,15.341
AL007,2020-01-25 14:30:00,15.063
AL007,2020-01-25 14:59:00,15.032
AL007,2020-01-25 15:30:00,14.933
AL007,2020-01-25 15:59:00,14.898
AL007,2020-01-25 16:30:00,14.531
AL007,2020-01-25 16:59:00,14.253
AL007,2020-01-25 17:30:00,13.962
AL007,2020-01-25 17:59:00,13.619
AL007,2020-01-25 18:30:00,13.311
AL007,2020-01-25 18:59:00,12.937
AL007,2020-01-25 19:30:00,12.237
AL007,2020-01-25 19:59:00,11.882
AL007,2020-01-25 20:30:00,11.481
AL007,2020-01-25 20:59:00,11.135
AL007,2020-01-25 21:30:00,11.011
AL007,2020-01-25 21:59:00,10.796
AL007,2020-01-25 22:30:00,10.642
AL007,2020-01-25 22:59:00,10.859
AL007,2020-01-25 23:30:00,10.964
AL007,2020-01-25 23:59:00,10.882
AL007,2020-01-26 00:30:00,10.736
AL007,2020-01-26 00:59:00,10.576
AL007,2020-01-26 01:30:00,10.53
AL007,2020-01-26 01:59:00,10.378
AL007,2020-01-26 02:30:00,9.98
AL007,2020-01-26 02:59:00,9.54
AL007,2020-01-26 03:30:00,8.19
AL007,2020-01-26 03:59:00,8.023
AL007,2020-01-26 04:30:00,7.547
AL007,2020-01-26 04:59:00,7.343
AL007,2020-01-26 05:30:00,6.955
AL007,2020-01-26 05:59:00,6.73
AL007,2020-01-26 06:30:00,6.906
AL007,2020-01-26 06:59:00,6.971
AL007,2020-01-26 07:30:00,6.667
AL007,2020-01-26 07:59:00,6.205
AL007,2020-01-26 08:30:00,6.374
AL007,2020-01-26 08:59:00,6.648
AL007,2020-01-26 09:30:00,7.018
AL007,2020-01-26 09:59:00,7.382
AL007,2020-01-26 10:30:00,8.212
AL007,2020-01-26 10:59:00,9.229
AL007,2020-01-26 11:30:00,10.71
AL007,2020-01-26 11:59:00,12.04
AL007,2020-01-26 12:30:00,12.796
AL007,2020-01-26 12:59:00,13.157
AL007,2020-01-26 13:30:00,13.497
AL007,2020-01-26 13:59:00,13.955
AL007,2020-01-26 14:30:00,14.122
AL007,2020-01-26 14:59:00,14.359
AL007,2020-01-26 15:30:00,14.074
AL007,2020-01-26 15:59:00,14.107
AL007,2020-01-26 16:30:00,13.999
AL007,2020-01-26 16:59:00,13.704
AL007,2020-01-26 17:30:00,13.283
AL007,2020-01-26 17:59:00,12.913
AL007,2020-01-26 18:30:00,12.577
AL007,2020-01-26 18:59:00,12.351
AL007,2020-01-26 19:30:00,11.909
AL007,2020-01-26 19:59:00,11.8
AL007,2020-01-26 20:30:00,11.802
AL007,2020-01-26 20:59:00,11.354
AL007,2020-01-26 21:30:00,10.638
AL007,2020-01-26 21:59:00,10.266
AL007,2020-01-26 22:30:00,9.538
AL007,2020-01-26 22:59:00,9.1
AL007,2020-01-26 23:30:00,8.82
AL007,2020-01-26 23:59:00,8.785
AL007,2020-01-27 00:30:00,8.632
AL007,2020-01-27 00:59:00,8.317
AL007,2020-01-27 01:30:00,7.82
AL007,2020-01-27 01:59:00,7.195
AL007,2020-01-27 02:30:00,7.03
AL007,2020-01-27 02:59:00,6.902
AL007,2020-01-27 03:30:00,6.663
AL007,2020-01-27 03:59:00,6.511
AL007,2020-01-27 04:30:00,6.141
AL007,2020-01-27 04:59:00,5.558
AL007,2020-01-27 05:30:00,5.534
AL007,2020-01-27 05:59:00,5.322
AL007,2020-01-27 06:30:00,5.218
AL007,2020-01-27 06:59:00,4.524
AL007,2020-01-27 07:30:00,4.029
AL007,2020-01-27 07:59:00,3.8
AL007,2020-01-27 08:30:00,3.599
AL007,2020-01-27 08:59:00,4.255
AL007,2020-01-27 09:30:00,5.047
