cod_staz,date,T
AL007,2018-01-02 04:30:00,11.229
AL007,2018-01-02 04:59:00,10.373
AL007,2018-01-02 05:30:00,8.293
AL007,2018-01-02 05:59:00,8.929
AL007,2018-01-02 06:30:00,7.851
AL007,2018-01-02 06:59:00,7.710
AL007,2018-01-02 07:30:00,8.154
AL007,2018-01-02 07:59:00,8.453
AL007,2018-01-02 08:30:00,8.647
AL007,2018-01-02 08:59:00,8.444
AL007,2018-01-02 09:30:00,8.444
AL007,2018-01-02 09:59:00,9.048
AL007,2018-01-02 10:30:00,9.518
AL007,2018-01-02 10:59:00,10.366
AL007,2018-01-02 11:30:00,11.396
AL007,2018-01-02 11:59:00,12.124
AL007,2018-01-02 12:30:00,12.510
AL007,2018-01-02 12:59:00,12.942
AL007,2018-01-02 13:30:00,13.387
AL007,2018-01-02 13:59:00,13.523
AL007,2018-01-02 14:30:00,13.722
AL007,2018-01-02 14:59:00,13.460
AL007,2018-01-02 15:30:00,13.267
AL007,2018-01-02 15:59:00,13.173
AL007,2018-01-02 16:30:00,13.036
AL007,2018-01-02 16:59:00,12.644
AL007,2018-01-02 17:30:00,11.898
AL007,2018-01-02 17:59:00,11.166
AL007,2018-01-02 18:30:00,10.555
AL007,2018-01-02 18:59:00,10.496
AL007,2018-01-02 19:30:00,10.143
AL007,2018-01-02 19:59:00,9.868
AL007,2018-01-02 20:30:00,9.503
AL007,2018-01-02 20:59:00,9.278
AL007,2018-01-02 21:30:00,9.141
AL007,2018-01-02 21:59:00,8.600
AL007,2018-01-02 22:30:00,8.460
AL007,2018-01-02 22:59:00,8.302
AL007,2018-01-02 23:30:00,7.659
AL007,2018-01-02 23:59:00,7.019
AL007,2018-01-03 00:30:00,6.547
AL007,2018-01-03 00:59:00,6.397
AL007,2018-01-03 01:30:00,5.819
AL007,2018-01-03 01:59:00,5.233
AL007,2018-01-03 02:30:00,5.720
AL007,2018-01-03 02:59:00,5.582
AL007,2018-01-03 03:30:00,5.748
AL007,2018-01-03 03:59:00,5.274
AL007,2018-01-03 04:30:00,5.195
AL007,2018-01-03 04:59:00,4.980
AL007,2018-01-03 05:30:00,4.431
AL007,2018-01-03 05:59:00,3.875
AL007,2018-01-03 06:30:00,3.977
AL007,2018-01-03 06:59:00,3.693
AL007,2018-01-03 07:30:00,3.437
AL007,2018-01-03 07:59:00,3.447
AL007,2018-01-03 08:30:00,3.529
AL007,2018-01-03 08:59:00,3.527
AL007,2018-01-03 09:30:00,3.617
AL007,2018-01-03 09:59:00,4.682
AL007,2018-01-03 10:30:00,6.573
AL007,2018-01-03 10:59:00,7.635
AL007,2018-01-03 11:30:00,8.339
AL007,2018-01-03 11:59:00,9.575
AL007,2018-01-03 12:30:00,10.494
AL007,2018-01-03 12:59:00,11.049
AL007,2018-01-03 13:30:00,11.533
AL007,2018-01-03 13:59:00,11.460
AL007,2018-01-03 14:30:00,12.030
AL007,2018-01-03 14:59:00,12.979
AL007,2018-01-03 15:30:00,13.578
AL007,2018-01-03 15:59:00,13.132
AL007,2018-01-03 16:30:00,12.904
AL007,2018-01-03 16:59:00,12.796
AL007,2018-01-03 17:30:00,12.872
AL007,2018-01-03 17:59:00,12.892
AL007,2018-01-03 18:30:00,12.637
AL007,2018-01-03 18:59:00,12.857
AL007,2018-01-03 19:30:00,11.827
AL007,2018-01-03 19:59:00,11.195
AL007,2018-01-03 20:30:00,11.665
AL007,2018-01-03 20:59:00,12.114
AL007,2018-01-03 21:30:00,11.514
AL007,2018-01-03 21:59:00,10.992
AL007,2018-01-03 22:30:00,12.228
AL007,2018-01-03 22:59:00,13.598
AL007,2018-01-03 23:30:00,13.659
AL007,2018-01-03 23:59:00,13.379
AL007,2018-01-04 00:30:00,13.225
AL007,2018-01-04 00:59:00,13.029
AL007,2018-01-04 01:30:00,12.139
AL007,2018-01-04 01:59:00,11.684
AL007,2018-01-04 02:30:00,12.133
AL007,2018-01-04 02:59:00,11.646
AL007,2018-01-04 03:30:00,11.787
AL007,2018-01-04 03:59:00,11.599
AL007,2018-01-04 04:30:00,10.887
AL007,2018-01-04 04:59:00,11.022
AL007,2018-01-04 05:30:00,10.668
AL007,2018-01-04 05:59:00,9.165
AL007,2018-01-04 06:30:00,9.122
AL007,2018-01-04 06:59:00,8.730
AL007,2018-01-04 07:30:00,8.728
AL007,2018-01-04 07:59:00,8.595
AL007,2018-01-04 08:30:00,8.294
AL007,2018-01-04 08:59:00,8.114
AL007,2018-01-04 09:30:00,8.768
AL007,2018-01-04 09:59:00,9.731
AL007,2018-01-04 10:30:00,10.706
AL007,2018-01-04 10:59:00,11.830
AL007,2018-01-04 11:30:00,12.112
AL007,2018-01-04 11:59:00,12.702
AL007,2018-01-04 12:30:00,13.603
AL007,2018-01-04 12:59:00,14.097
AL007,2018-01-04 13:30:00,14.544
AL007,2018-01-04 13:59:00,15.061
AL007,2018-01-04 14:30:00,15.039
AL007,2018-01-04 14:59:00,15.372
AL007,2018-01-04 15:30:00,15.567
AL007,2018-01-04 15:59:00,15.894
AL007,2018-01-04 16:30:00,15.860
AL007,2018-01-04 16:59:00,15.449
AL007,2018-01-04 17:30:00,14.609
AL007,2018-01-04 17:59:00,14.144
AL007,2018-01-04 18:30:00,13.871
AL007,2018-01-04 18:59:00,13.540
AL007,2018-01-04 19:30:00,12.962
AL007,2018-01-04 19:59:00,12.889
AL007,2018-01-04 20:30:00,12.482
AL007,2018-01-04 20:59:00,11.649
AL007,2018-01-04 21:30:00,11.128
AL007,2018-01-04 21:59:00,11.176
AL007,2018-01-04 22:30:00,11.060
AL007,2018-01-04 22:59:00,12.359
AL007,2018-01-04 23:30:00,13.015
AL007,2018-01-04 23:59:00,11.868
AL007,2018-01-05 00:30:00,11.620
AL007,2018-01-05 00:59:00,11.157
AL007,2018-01-05 01:30:00,10.791
AL007,2018-01-05 01:59:00,10.690
AL007,2018-01-05 02:30:00,10.805
AL007,2018-01-05 02:59:00,10.301
AL007,2018-01-05 03:30:00,10.510
AL007,2018-01-05 03:59:00,9.939
AL007,2018-01-05 04:30:00,9.085
AL007,2018-01-05 04:59:00,9.224
AL007,2018-01-05 05:30:00,9.575
AL007,2018-01-05 05:59:00,9.563
AL007,2018-01-05 06:30:00,9.677
AL007,2018-01-05 06:59:00,9.162
AL007,2018-01-05 07:30:00,8.824
AL007,2018-01-05 07:59:00,8.477
AL007,2018-01-05 08:30:00,8.227
AL007,2018-01-05 08:59:00,8.329
AL007,2018-01-05 09:30:00,8.424
AL007,2018-01-05 09:59:00,9.160
AL007,2018-01-05 10:30:00,10.019
AL007,2018-01-05 10:59:00,11.501
AL007,2018-01-05 11:30:00,13.192
AL007,2018-01-05 11:59:00,14.015
AL007,2018-01-05 12:30:00,14.516
AL007,2018-01-05 12:59:00,14.934
AL007,2018-01-05 13:30:00,15.469
AL007,2018-01-05 13:59:00,16.073
AL007,2018-01-05 14:30:00,17.004
AL007,2018-01-05 14:59:00,17.114
AL007,2018-01-05 15:30:00,16.938
AL007,2018-01-05 15:59:00,16.602
AL007,2018-01-05 16:30:00,16.154
AL007,2018-01-05 16:59:00,15.406
AL007,2018-01-05 17:30:00,14.833
AL007,2018-01-05 17:59:00,14.295
AL007,2018-01-05 18:30:00,13.843
AL007,2018-01-05 18:59:00,13.591
AL007,2018-01-05 19:30:00,13.451
AL007,2018-01-05 19:59:00,13.415
AL007,2018-01-05 20:30:00,13.497
AL007,2018-01-05 20:59:00,13.396
AL007,2018-01-05 21:30:00,13.084
AL007,2018-01-05 21:59:00,13.115
AL007,2018-01-05 22:30:00,12.974
AL007,2018-01-05 22:59:00,12.303
AL007,2018-01-05 23:30:00,12.108
AL007,2018-01-05 23:59:00,11.844
AL007,2018-01-06 00:30:00,11.655
AL007,2018-01-06 00:59:00,11.722
AL007,2018-01-06 01:30:00,11.485
AL007,2018-01-06 01:59:00,11.166
AL007,2018-01-06 02:30:00,11.120
AL007,2018-01-06 02:59:00,11.077
AL007,2018-01-06 03:30:00,11.495
AL007,2018-01-06 03:59:00,12.040
AL007,2018-01-06 04:30:00,12.140
AL007,2018-01-06 04:59:00,11.610
AL007,2018-01-06 05:30:00,11.269
AL007,2018-01-06 05:59:00,11.318
AL007,2018-01-06 06:30:00,11.187
AL007,2018-01-06 06:59:00,11.608
AL007,2018-01-06 07:30:00,11.188
AL007,2018-01-06 07:59:00,10.119
AL007,2018-01-06 08:30:00,10.523
AL007,2018-01-06 08:59:00,12.206
AL007,2018-01-06 09:30:00,11.701
AL007,2018-01-06 09:59:00,12.776
AL007,2018-01-06 10:30:00,14.133
AL007,2018-01-06 10:59:00,14.873
AL007,2018-01-06 11:30:00,14.347
AL007,2018-01-06 11:59:00,15.051
AL007,2018-01-06 12:30:00,16.568
AL007,2018-01-06 12:59:00,16.886
AL007,2018-01-06 13:30:00,17.151
AL007,2018-01-06 13:59:00,17.216
AL007,2018-01-06 14:30:00,17.619
AL007,2018-01-06 14:59:00,17.703
AL007,2018-01-06 15:30:00,17.805
AL007,2018-01-06 15:59:00,17.426
AL007,2018-01-06 16:30:00,17.025
AL007,2018-01-06 16:59:00,16.529
AL007,2018-01-06 17:30:00,16.109
AL007,2018-01-06 17:59:00,15.419
AL007,2018-01-06 18:30:00,14.816
AL007,2018-01-06 18:59:00,14.234
AL007,2018-01-06 19:30:00,13.902
AL007,2018-01-06 19:59:00,13.629
AL007,2018-01-06 20:30:00,13.661
AL007,2018-01-06 20:59:00,13.726
AL007,2018-01-06 21:30:00,13.474
AL007,2018-01-06 21:59:00,13.521
AL007,2018-01-06 22:30:00,13.700
AL007,2018-01-06 22:59:00,13.569
AL007,2018-01-06 23:30:00,13.460
AL007,2018-01-06 23:59:00,13.458
AL007,2018-01-07 00:30:00,12.815
AL007,2018-01-07 00:59:00,13.275
AL007,2018-01-07 01:30:00,13.276
AL007,2018-01-07 01:59:00,13.117
AL007,2018-01-07 02:30:00,12.827
AL007,2018-01-07 02:59:00,12.632
AL007,2018-01-07 03:30:00,12.924
AL007,2018-01-07 03:59:00,13.499
AL007,2018-01-07 04:30:00,14.034
AL007,2018-01-07 04:59:00,13.996
AL007,2018-01-07 05:30:00,13.845
AL007,2018-01-07 05:59:00,13.747
AL007,2018-01-07 06:30:00,13.925
AL007,2018-01-07 06:59:00,14.218
AL007,2018-01-07 07:30:00,14.337
AL007,2018-01-07 07:59:00,14.342
AL007,2018-01-07 08:30:00,14.320
AL007,2018-01-07 08:59:00,14.263
AL007,2018-01-07 09:30:00,14.615
AL007,2018-01-07 09:59:00,14.996
AL007,2018-01-07 10:30:00,15.304
AL007,2018-01-07 10:59:00,15.803
AL007,2018-01-07 11:30:00,16.585
AL007,2018-01-07 11:59:00,16.790
AL007,2018-01-07 12:30:00,17.009
AL007,2018-01-07 12:59:00,17.340
AL007,2018-01-07 13:30:00,17.967
AL007,2018-01-07 13:59:00,18.072
AL007,2018-01-07 14:30:00,18.068
AL007,2018-01-07 14:59:00,17.970
AL007,2018-01-07 15:30:00,17.621
AL007,2018-01-07 15:59:00,17.465
AL007,2018-01-07 16:30:00,17.365
AL007,2018-01-07 16:59:00,17.182
AL007,2018-01-07 17:30:00,17.126
AL007,2018-01-07 17:59:00,16.612
AL007,2018-01-07 18:30:00,16.127
AL007,2018-01-07 18:59:00,16.059
AL007,2018-01-07 19:30:00,15.964
AL007,2018-01-07 19:59:00,15.403
AL007,2018-01-07 20:30:00,15.265
AL007,2018-01-07 20:59:00,15.333
AL007,2018-01-07 21:30:00,14.987
AL007,2018-01-07 21:59:00,15.146
AL007,2018-01-07 22:30:00,15.427
AL007,2018-01-07 22:59:00,15.470
AL007,2018-01-07 23:30:00,15.401
AL007,2018-01-07 23:59:00,15.495
AL007,2018-01-08 00:30:00,15.456
AL007,2018-01-08 00:59:00,15.339
AL007,2018-01-08 01:30:00,15.482
AL007,2018-01-08 01:59:00,15.148
AL007,2018-01-08 02:30:00,15.092
AL007,2018-01-08 02:59:00,15.011
AL007,2018-01-08 03:30:00,14.647
AL007,2018-01-08 03:59:00,14.569
AL007,2018-01-08 04:30:00,14.593
AL007,2018-01-08 04:59:00,14.312
AL007,2018-01-08 05:30:00,14.233
AL007,2018-01-08 05:59:00,14.252
AL007,2018-01-08 06:30:00,14.293
AL007,2018-01-08 06:59:00,14.686
AL007,2018-01-08 07:30:00,15.094
AL007,2018-01-08 07:59:00,15.611
AL007,2018-01-08 08:30:00,16.115
AL007,2018-01-08 08:59:00,16.536
AL007,2018-01-08 09:30:00,16.897
AL007,2018-01-08 09:59:00,17.310
AL007,2018-01-08 10:30:00,17.687
AL007,2018-01-08 10:59:00,18.119
AL007,2018-01-08 11:30:00,18.707
AL007,2018-01-08 11:59:00,19.267
AL007,2018-01-08 12:30:00,19.387
AL007,2018-01-08 12:59:00,19.666
AL007,2018-01-08 13:30:00,20.399
AL007,2018-01-08 13:59:00,20.635
AL007,2018-01-08 14:30:00,20.690
AL007,2018-01-08 14:59:00,20.493
AL007,2018-01-08 15:30:00,20.137
AL007,2018-01-08 15:59:00,19.667
AL007,2018-01-08 16:30:00,19.304
AL007,2018-01-08 16:59:00,19.113
AL007,2018-01-08 17:30:00,18.847
AL007,2018-01-08 17:59:00,18.848
AL007,2018-01-08 18:30:00,18.764
AL007,2018-01-08 18:59:00,18.717
AL007,2018-01-08 19:30:00,18.604
AL007,2018-01-08 19:59:00,18.533
AL007,2018-01-08 20:30:00,18.371
AL007,2018-01-08 20:59:00,18.463
AL007,2018-01-08 21:30:00,18.181
AL007,2018-01-08 21:59:00,18.103
AL007,2018-01-08 22:30:00,18.061
AL007,2018-01-08 22:59:00,17.994
AL007,2018-01-08 23:30:00,17.956
AL007,2018-01-08 23:59:00,17.840
AL007,2018-01-09 00:30:00,17.673
AL007,2018-01-09 00:59:00,17.442
AL007,2018-01-09 01:30:00,17.279
AL007,2018-01-09 01:59:00,17.007
AL007,2018-01-09 02:30:00,16.798
AL007,2018-01-09 02:59:00,16.585
AL007,2018-01-09 03:30:00,16.287
AL007,2018-01-09 03:59:00,16.167
AL007,2018-01-09 04:30:00,16.018
AL007,2018-01-09 04:59:00,15.823
AL007,2018-01-09 05:30:00,15.663
AL007,2018-01-09 05:59:00,15.612
AL007,2018-01-09 06:30:00,15.558
AL007,2018-01-09 06:59:00,15.654
AL007,2018-01-09 07:30:00,15.754
AL007,2018-01-09 07:59:00,15.911
AL007,2018-01-09 08:30:00,16.144
AL007,2018-01-09 08:59:00,16.014
AL007,2018-01-09 09:30:00,16.098
AL007,2018-01-09 09:59:00,16.041
AL007,2018-01-09 10:30:00,15.973
AL007,2018-01-09 10:59:00,16.144
AL007,2018-01-09 11:30:00,16.067
AL007,2018-01-09 11:59:00,15.904
AL007,2018-01-09 12:30:00,15.732
AL007,2018-01-09 12:59:00,14.941
AL007,2018-01-09 13:30:00,14.880
AL007,2018-01-09 13:59:00,15.135
AL007,2018-01-09 14:30:00,15.134
AL007,2018-01-09 14:59:00,15.011
AL007,2018-01-09 15:30:00,15.063
AL007,2018-01-09 15:59:00,14.715
AL007,2018-01-09 16:30:00,14.014
AL007,2018-01-09 16:59:00,13.420
AL007,2018-01-09 17:30:00,13.078
AL007,2018-01-09 17:59:00,12.680
AL007,2018-01-09 18:30:00,11.938
AL007,2018-01-09 18:59:00,11.647
AL007,2018-01-09 19:30:00,11.363
AL007,2018-01-09 19:59:00,11.180
AL007,2018-01-09 20:30:00,10.761
AL007,2018-01-09 20:59:00,10.496
AL007,2018-01-09 21:30:00,10.448
AL007,2018-01-09 21:59:00,10.249
AL007,2018-01-09 22:30:00,9.897
AL007,2018-01-09 22:59:00,9.769
AL007,2018-01-09 23:30:00,9.556
AL007,2018-01-09 23:59:00,9.510
AL007,2018-01-10 00:30:00,9.500
AL007,2018-01-10 00:59:00,9.421
AL007,2018-01-10 01:30:00,9.256
AL007,2018-01-10 01:59:00,9.290
AL007,2018-01-10 02:30:00,9.112
AL007,2018-01-10 02:59:00,8.952
AL007,2018-01-10 03:30:00,8.869
AL007,2018-01-10 03:59:00,8.794
AL007,2018-01-10 04:30:00,8.830
AL007,2018-01-10 04:59:00,8.869
AL007,2018-01-10 05:30:00,8.646
AL007,2018-01-10 05:59:00,8.422
AL007,2018-01-10 06:30:00,8.189
AL007,2018-01-10 06:59:00,7.983
AL007,2018-01-10 07:30:00,7.903
AL007,2018-01-10 07:59:00,8.027
AL007,2018-01-10 08:30:00,7.747
AL007,2018-01-10 08:59:00,7.851
AL007,2018-01-10 09:30:00,8.066
AL007,2018-01-10 09:59:00,8.577
AL007,2018-01-10 10:30:00,9.292
AL007,2018-01-10 10:59:00,9.964
AL007,2018-01-10 11:30:00,10.779
AL007,2018-01-10 11:59:00,11.483
AL007,2018-01-10 12:30:00,12.377
AL007,2018-01-10 12:59:00,13.058
AL007,2018-01-10 13:30:00,13.760
AL007,2018-01-10 13:59:00,14.107
AL007,2018-01-10 14:30:00,14.343
AL007,2018-01-10 14:59:00,14.273
AL007,2018-01-10 15:30:00,13.970
AL007,2018-01-10 15:59:00,13.908
AL007,2018-01-10 16:30:00,13.530
AL007,2018-01-10 16:59:00,12.815
AL007,2018-01-10 17:30:00,12.342
AL007,2018-01-10 17:59:00,12.180
AL007,2018-01-10 18:30:00,11.912
AL007,2018-01-10 18:59:00,11.921
AL007,2018-01-10 19:30:00,11.992
AL007,2018-01-10 19:59:00,11.918
AL007,2018-01-10 20:30:00,11.714
AL007,2018-01-10 20:59:00,11.148
AL007,2018-01-10 21:30:00,11.105
AL007,2018-01-10 21:59:00,11.129
AL007,2018-01-10 22:30:00,10.589
AL007,2018-01-10 22:59:00,10.285
AL007,2018-01-10 23:30:00,10.190
AL007,2018-01-10 23:59:00,9.888
AL007,2018-01-11 00:30:00,9.060
AL007,2018-01-11 00:59:00,9.272
AL007,2018-01-11 01:30:00,9.251
AL007,2018-01-11 01:59:00,9.145
AL007,2018-01-11 02:30:00,8.869
AL007,2018-01-11 02:59:00,8.712
AL007,2018-01-11 03:30:00,8.903
AL007,2018-01-11 03:59:00,8.846
AL007,2018-01-11 04:30:00,8.985
AL007,2018-01-11 04:59:00,9.029
AL007,2018-01-11 05:30:00,9.020
AL007,2018-01-11 05:59:00,9.050
AL007,2018-01-11 06:30:00,9.149
AL007,2018-01-11 06:59:00,8.815
AL007,2018-01-11 07:30:00,9.270
AL007,2018-01-11 07:59:00,9.147
AL007,2018-01-11 08:30:00,8.928
AL007,2018-01-11 08:59:00,8.773
AL007,2018-01-11 09:30:00,8.682
AL007,2018-01-11 09:59:00,9.054
AL007,2018-01-11 10:30:00,9.172
AL007,2018-01-11 10:59:00,9.268
AL007,2018-01-11 11:30:00,9.666
AL007,2018-01-11 11:59:00,10.250
AL007,2018-01-11 12:30:00,10.506
AL007,2018-01-11 12:59:00,10.419
AL007,2018-01-11 13:30:00,10.288
AL007,2018-01-11 13:59:00,9.981
AL007,2018-01-11 14:30:00,9.932
AL007,2018-01-11 14:59:00,10.331
AL007,2018-01-11 15:30:00,10.368
AL007,2018-01-11 15:59:00,10.065
AL007,2018-01-11 16:30:00,10.204
AL007,2018-01-11 16:59:00,10.140
AL007,2018-01-11 17:30:00,10.207
AL007,2018-01-11 17:59:00,10.150
AL007,2018-01-11 18:30:00,10.170
AL007,2018-01-11 18:59:00,10.248
AL007,2018-01-11 19:30:00,10.065
AL007,2018-01-11 19:59:00,10.190
AL007,2018-01-11 20:30:00,10.340
AL007,2018-01-11 20:59:00,10.161
AL007,2018-01-11 21:30:00,10.295
AL007,2018-01-11 21:59:00,10.160
AL007,2018-01-11 22:30:00,9.829
AL007,2018-01-11 22:59:00,10.271
AL007,2018-01-11 23:30:00,10.271
AL007,2018-01-11 23:59:00,10.180
AL007,2018-01-12 00:30:00,10.171
AL007,2018-01-12 00:59:00,10.084
AL007,2018-01-12 01:30:00,9.870
AL007,2018-01-12 01:59:00,9.918
AL007,2018-01-12 02:30:00,9.828
AL007,2018-01-12 02:59:00,9.663
AL007,2018-01-12 03:30:00,9.934
AL007,2018-01-12 03:59:00,9.898
AL007,2018-01-12 04:30:00,9.398
AL007,2018-01-12 04:59:00,9.285
AL007,2018-01-12 05:30:00,9.475
AL007,2018-01-12 05:59:00,9.388
AL007,2018-01-12 06:30:00,9.267
AL007,2018-01-12 06:59:00,9.322
AL007,2018-01-12 07:30:00,9.404
AL007,2018-01-12 07:59:00,9.400
AL007,2018-01-12 08:30:00,9.560
AL007,2018-01-12 08:59:00,9.566
AL007,2018-01-12 09:30:00,9.722
AL007,2018-01-12 09:59:00,9.741
AL007,2018-01-12 10:30:00,10.019
AL007,2018-01-12 10:59:00,10.182
AL007,2018-01-12 11:30:00,10.514
AL007,2018-01-12 11:59:00,10.716
AL007,2018-01-12 12:30:00,11.437
AL007,2018-01-12 12:59:00,11.930
AL007,2018-01-12 13:30:00,12.523
AL007,2018-01-12 13:59:00,12.960
AL007,2018-01-12 14:30:00,13.285
AL007,2018-01-12 14:59:00,13.575
AL007,2018-01-12 15:30:00,13.579
AL007,2018-01-12 15:59:00,13.261
AL007,2018-01-12 16:30:00,12.824
AL007,2018-01-12 16:59:00,12.426
AL007,2018-01-12 17:30:00,11.974
AL007,2018-01-12 17:59:00,11.472
AL007,2018-01-12 18:30:00,10.969
AL007,2018-01-12 18:59:00,10.554
AL007,2018-01-12 19:30:00,10.141
AL007,2018-01-12 19:59:00,9.745
AL007,2018-01-12 20:30:00,9.466
AL007,2018-01-12 20:59:00,9.257
AL007,2018-01-12 21:30:00,8.949
AL007,2018-01-12 21:59:00,8.622
AL007,2018-01-12 22:30:00,8.390
AL007,2018-01-12 22:59:00,8.170
AL007,2018-01-12 23:30:00,8.016
AL007,2018-01-12 23:59:00,7.908
AL007,2018-01-13 00:30:00,7.701
AL007,2018-01-13 00:59:00,7.520
AL007,2018-01-13 01:30:00,7.380
AL007,2018-01-13 01:59:00,7.306
AL007,2018-01-13 02:30:00,7.244
AL007,2018-01-13 02:59:00,7.080
AL007,2018-01-13 03:30:00,7.037
AL007,2018-01-13 03:59:00,6.989
AL007,2018-01-13 04:30:00,6.818
AL007,2018-01-13 04:59:00,6.695
AL007,2018-01-13 05:30:00,6.641
AL007,2018-01-13 05:59:00,6.489
AL007,2018-01-13 06:30:00,6.450
AL007,2018-01-13 06:59:00,6.564
AL007,2018-01-13 07:30:00,6.573
AL007,2018-01-13 07:59:00,6.486
AL007,2018-01-13 08:30:00,6.520
AL007,2018-01-13 08:59:00,6.861
AL007,2018-01-13 09:30:00,7.469
AL007,2018-01-13 09:59:00,8.134
AL007,2018-01-13 10:30:00,8.932
AL007,2018-01-13 10:59:00,9.909
AL007,2018-01-13 11:30:00,10.777
AL007,2018-01-13 11:59:00,11.648
AL007,2018-01-13 12:30:00,12.174
AL007,2018-01-13 12:59:00,12.635
AL007,2018-01-13 13:30:00,12.982
AL007,2018-01-13 13:59:00,13.169
AL007,2018-01-13 14:30:00,13.512
AL007,2018-01-13 14:59:00,13.678
AL007,2018-01-13 15:30:00,13.572
AL007,2018-01-13 15:59:00,13.503
AL007,2018-01-13 16:30:00,13.242
AL007,2018-01-13 16:59:00,12.532
AL007,2018-01-13 17:30:00,11.690
AL007,2018-01-13 17:59:00,11.017
AL007,2018-01-13 18:30:00,10.524
AL007,2018-01-13 18:59:00,10.164
AL007,2018-01-13 19:30:00,9.825
AL007,2018-01-13 19:59:00,9.434
AL007,2018-01-13 20:30:00,9.199
AL007,2018-01-13 20:59:00,8.793
AL007,2018-01-13 21:30:00,8.531
AL007,2018-01-13 21:59:00,8.567
AL007,2018-01-13 22:30:00,8.483
AL007,2018-01-13 22:59:00,8.164
AL007,2018-01-13 23:30:00,7.755
AL007,2018-01-13 23:59:00,7.312
AL007,2018-01-14 00:30:00,7.115
AL007,2018-01-14 00:59:00,6.679
AL007,2018-01-14 01:30:00,6.251
AL007,2018-01-14 01:59:00,6.194
AL007,2018-01-14 02:30:00,6.240
AL007,2018-01-14 02:59:00,6.198
AL007,2018-01-14 03:30:00,6.161
AL007,2018-01-14 03:59:00,5.975
AL007,2018-01-14 04:30:00,5.750
AL007,2018-01-14 04:59:00,5.369
AL007,2018-01-14 05:30:00,4.944
AL007,2018-01-14 05:59:00,5.068
AL007,2018-01-14 06:30:00,4.856
AL007,2018-01-14 06:59:00,5.091
AL007,2018-01-14 07:30:00,5.123
AL007,2018-01-14 07:59:00,5.071
AL007,2018-01-14 08:30:00,4.871
AL007,2018-01-14 08:59:00,4.535
AL007,2018-01-14 09:30:00,4.669
AL007,2018-01-14 09:59:00,5.491
AL007,2018-01-14 10:30:00,6.304
AL007,2018-01-14 10:59:00,7.356
AL007,2018-01-14 11:30:00,8.124
AL007,2018-01-14 11:59:00,8.993
AL007,2018-01-14 12:30:00,9.454
AL007,2018-01-14 12:59:00,10.079
AL007,2018-01-14 13:30:00,10.713
AL007,2018-01-14 13:59:00,11.344
AL007,2018-01-14 14:30:00,11.773
AL007,2018-01-14 14:59:00,12.222
AL007,2018-01-14 15:30:00,12.189
AL007,2018-01-14 15:59:00,12.190
AL007,2018-01-14 16:30:00,11.971
AL007,2018-01-14 16:59:00,11.485
AL007,2018-01-14 17:30:00,11.065
AL007,2018-01-14 17:59:00,10.743
AL007,2018-01-14 18:30:00,10.604
AL007,2018-01-14 18:59:00,10.545
AL007,2018-01-14 19:30:00,10.568
AL007,2018-01-14 19:59:00,10.111
AL007,2018-01-14 20:30:00,9.454
